tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,part1,cand2,resul2,part2,cand3,resul3,part3,cand4,resul4,part4,cand5,resul5,part5,cand6,resul6,part6,cand7,resul7,part7,cand8,resul8,part8,cand9,resul9,part9,cand10,resul10,part10,cand11,resul11,part11,cand12,resul12,part12,cand13,resul13,part13,cand14,resul14,part14,cand15,resul15,part15,unnamed: 55,unnamed: 56,unnamed: 57,unnamed: 58,unnamed: 59,unnamed: 60,unnamed: 61,unnamed: 62,unnamed: 63,unnamed: 64,unnamed: 65,unnamed: 66,unnamed: 67,unnamed: 68,unnamed: 69,unnamed: 70,unnamed: 71,unnamed: 72,unnamed: 73,unnamed: 74,unnamed: 75,unnamed: 76,unnamed: 77,unnamed: 78,unnamed: 79,unnamed: 80,unnamed: 81,unnamed: 82,unnamed: 83,unnamed: 84,unnamed: 85,unnamed: 86,unnamed: 87,unnamed: 88,unnamed: 89,unnamed: 90,unnamed: 91,unnamed: 92,unnamed: 93,unnamed: 94,unnamed: 95,unnamed: 96,unnamed: 97,unnamed: 98,unnamed: 99,unnamed: 100,unnamed: 101,unnamed: 102,unnamed: 103,unnamed: 104,unnamed: 105,unnamed: 106,unnamed: 107,unnamed: 108,unnamed: 109,unnamed: 110,unnamed: 111,unnamed: 112,unnamed: 113,unnamed: 114,unnamed: 115,unnamed: 116,unnamed: 117,unnamed: 118,unnamed: 119,unnamed: 120,unnamed: 121,unnamed: 122,unnamed: 123,unnamed: 124,unnamed: 125,unnamed: 126,unnamed: 127,unnamed: 128,unnamed: 129,unnamed: 130,unnamed: 131,unnamed: 132,unnamed: 133
MA-07695/2020,https://folhadomaranhao.com/2020/07/21/pesquisa-em-ribamar-aponta-mais-de-50-de-rejeicao-de-eudes-sampaio/,MA,SÃO JOSÉ DE RIBAMAR,Prefeito,1.0,P,0.0,,,JULINHO,"33,85",,BETO DAS VILAS,"14,33",,EUDES SAMPAIO,"12,16",,JOTA PINTO,3,,EDSON JUNIOR,"4,83",,TIAGO FERNANDES,"1,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08530/2020,https://atual7.com/tudo-sobre/nelene-gomes/,MA,AMAPÁ DO MARANHÃO,"Prefeito, Vereador",1.0,P,1.0,,,NELENE GOMES,"39,42",PDT,ALINE LACERDA,"36,37",AVANTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08530/2020,https://atual7.com/tudo-sobre/nelene-gomes/,MA,AMAPÁ DO MARANHÃO,"Prefeito, Vereador",1.0,P,0.0,,,NELENE GOMES,"37,71",PDT,ALINE LACERDA,"30,85",AVANTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08592/2020,https://jornalpequeno.com.br/2020/07/05/prefeita-de-sao-joao-do-soter-se-reelegeria-se-as-eleicoes-fossem-hoje-mostra-pesquisa/,MA,SÃO JOÃO DO SOTER,Prefeito,1.0,P,0.0,,,JOSA SILVA,44,,WELLINGTON MOURA,17,,LUIZA ROCHA,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08592/2020,https://jornalpequeno.com.br/2020/07/05/prefeita-de-sao-joao-do-soter-se-reelegeria-se-as-eleicoes-fossem-hoje-mostra-pesquisa/,MA,SÃO JOÃO DO SOTER,Prefeito,1.0,P,1.0,,,JOSA SILVA,51,,WELLINGTON MOURA,29,,LUIZA ROCHA,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08718/2020,https://www.blogdojorgearagao.com.br/2020/07/11/escutec-aponta-vitoria-de-nagib-em-codo/,MA,CODÓ,Prefeito,1.0,P,0.0,,,FRANCISCO NAGIB,20,PDT,ZITO ROLIM,7,,RICARDO ACHER,6,,ZE FRANCISCO,2,,PEDRO BELO,2,,CAMILO FIGUEIREDO,2,,CHIQUINHO DO SAAE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08718/2020,https://www.blogdojorgearagao.com.br/2020/07/11/escutec-aponta-vitoria-de-nagib-em-codo/,MA,CODÓ,Prefeito,1.0,P,1.0,,,FRANCISCO NAGIB,34,PDT,ZE FRANCISCO,23,,RICARDO ACHER,13,,CAMILO FIGUEIREDO,10,,PEDRO BELO,6,,CHIQUINHO DA SAAE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08952/2020,https://www.facebook.com/www.blogdogarreto.com.br/posts/3065736226867929,MA,PERITORÓ,Prefeito,1.0,P,1.0,,,JUNIOR,54,,RAFAEL,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08952/2020,https://www.facebook.com/www.blogdogarreto.com.br/posts/3065736226867929,MA,PERITORÓ,Prefeito,1.0,P,0.0,,,JUNIOR,40,,RAFAEL,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-09033/2020,https://portalafonsocunha15.blogspot.com/2020/07/brejo-prefeito-ze-farias-lidera.html,MA,BREJO,Prefeito,1.0,P,1.0,,,ZE FARIAS,"50,3",PDT,OLIVIA CALDAS,"38,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-09033/2020,https://portalafonsocunha15.blogspot.com/2020/07/brejo-prefeito-ze-farias-lidera.html,MA,BREJO,Prefeito,1.0,P,0.0,,,ZE FARIAS,"39,8",PDT,OLIVIA CALDAS,"28,1",,IDENILDE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-09169/2020,https://www.facebook.com/agorasjp/posts/3356270221103662/,MA,BARÃO DE GRAJAÚ,"Prefeito, Vereador",1.0,P,1.0,,,ANTONIO CARLOS RESENDE,"59,8",,CLAUDIME LIMA,"32,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00474/2020,https://www.portalondasul.com.br/pesquisa-eleitoral-em-capitolio-revela-indecisao-da-comunidade/,MG,CAPITÓLIO,Prefeito,1.0,P,0.0,,,TONINHO MASSARECO,"2,62",,VANDINHO,"1,63",,ADRIANO DO CICI,"1,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00474/2020,https://www.portalondasul.com.br/pesquisa-eleitoral-em-capitolio-revela-indecisao-da-comunidade/,MG,CAPITÓLIO,Prefeito,1.0,P,1.0,,,TONINHO MASSARECO,"27,87",DEM,ADRIANO DO CICI,"26,89",PSD,VANDINHO,"14,1",PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00474/2020,https://www.portalondasul.com.br/pesquisa-eleitoral-em-capitolio-revela-indecisao-da-comunidade/,MG,CAPITÓLIO,Prefeito,1.0,P,1.0,,,TONINHO MASSARECO,"31,48",DEM,VANDINHO,"18,03",PP,ZE BETIO,"8,85",PSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-01650/2020,https://es-la.facebook.com/mariarochavereadora/,MG,CAMPOS GERAIS,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-02524/2020,https://tribunademinas.com.br/noticias/politica/12-07-2020/tres-nomes-aparecem-tecnicamente-empatados-na-disputa-pela-pjf.html,MG,JUIZ DE FORA,Prefeito,1.0,P,1.0,,,SHEILA OLIVEIRA,"19,54",PSL,WILSON REZENDE,"15,71",PSB,MARGARIDA SALOMAO,"15,2",PT,IONE BARBOSA,"2,81",PRB,ALOIZIO PENIDO,"2,68",PTC,RENATO LOURES,"1,4",PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-03041/2020,https://www.jornaldacidade1.com.br/sergio-e-eloisio-lideram-disputa-pela-prefeitura/,MG,POÇOS DE CALDAS,Prefeito,1.0,P,1.0,,,SERGIO AZEVEDO,"16,11",PSDB,ELOISIO DO CARMO,"11,04",PSB,GERALDO TADEU,"8,52",PRB,CIÇA OPIPARI,"5,98",PT,EDUARDO JUNQUEIRA DIAS,"5,29",PDT,JOAO ALEXANDRE,"4,87",SOLIDARIEDADE,FLAVIO FARIA,"4,48",REDE,YULA MEROLA,"3,92",CIDADANIA,CEL FREDERICO,"3,39",PP,ERCULES TASSINARI,"1,24",PTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-03074/2020,https://www.brasil247.com/regionais/sudeste/pesquisa-aponta-reeleicao-de-kalil-no-1-turno-em-belo-horizonte,MG,BELO HORIZONTE,Prefeito,1.0,P,0.0,,,ALEXANDRE KALIL,"26,7",PSD,AUREA CAROLINA,"1,5",PSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-03074/2020,https://www.brasil247.com/regionais/sudeste/pesquisa-aponta-reeleicao-de-kalil-no-1-turno-em-belo-horizonte,MG,BELO HORIZONTE,Prefeito,1.0,P,1.0,,,ALEXANDRE KALIL,"55,9",PSD,JOAO VITOR XAVIER,"6,5",CIDADANIA,AUREA CAROLINA,"4,1",PSOL,RODRIGO PAIVA,3,NOVO,BRUNO ENGLER,"2,1",PRTB,PROFESSOR WENDEL,"2,1",SOLIDARIEDADE,NILMARIO MIRANDA,2,PT,ANDRE JANONES,"1,2",AVANTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-04185/2020,https://es-la.facebook.com/groups/231784593501940/,MG,TAIOBEIRAS,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-05654/2020,https://www.hojeemdia.com.br/primeiro-plano/aprova%C3%A7%C3%A3o-%C3%A0-gest%C3%A3o-kalil-%C3%A9-de-59-1.796301,MG,BELO HORIZONTE,Prefeito,1.0,P,1.0,,,ALEXANDRE KALIL,54,PSD,JOAO VITOR XAVIER,8,CIDADANIA,RODRIGO PAIVA,4,NOVO,MAURO TRAMONTE,3,PRB,NILMARIO MIRANDA,2,PT,BRUNO ENGLER,2,PRTB,AUREA CAROLINA,2,PSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-05654/2020,https://www.hojeemdia.com.br/primeiro-plano/aprova%C3%A7%C3%A3o-%C3%A0-gest%C3%A3o-kalil-%C3%A9-de-59-1.796301,MG,BELO HORIZONTE,Prefeito,1.0,P,0.0,,,ALEXANDRE KALIL,36,PSD,AUREA CAROLINA,1,PSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-07418/2020,http://www.minasacontece.com.br/not.asp?act2=ver&id=11702,MG,ALFENAS,Prefeito,1.0,P,1.0,,,LUIZINHO,"32,4",,PEDRINHO,"23,7",,POMPILIO,"14,5",,AMADEU PELOSO,"12,1",,WALDEMILSON,"9,6",,MARQUINHO DO SUS,"3,3",,JOVANE JUNIOR,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-08668/2020,https://www.rodrigomatarazzo.com/noticia/18865/prefeito-araujo-tem-aprovacao-de-83-59-e-lidera-pesquisa-realizada-em-jacutinga.html,MG,JACUTINGA,Prefeito,1.0,P,1.0,,,ARAUJO,"56,8",SOLIDARIEDADE,DARCI CARDOSO,"16,85",PODEMOS,GILMAR,"3,46",AVANTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-08668/2020,https://www.rodrigomatarazzo.com/noticia/18865/prefeito-araujo-tem-aprovacao-de-83-59-e-lidera-pesquisa-realizada-em-jacutinga.html,MG,JACUTINGA,Prefeito,1.0,P,1.0,,,ARAUJO,"62,42",SOLIDARIEDADE,GILMAR,"4,75",AVANTE,HELINHO,"3,24",PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-08668/2020,https://www.difusoraourofino.com.br/noticia.php?title=f5-atualiza-dados-realiza-pesquisa-eleitoral-em-jacutinga-26-06-2020,MG,JACUTINGA,Prefeito,1.0,P,0.0,1.0,,ARAUJO,"81,82",SOLIDARIEDADE,ROGERIO SARTORI,"18,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-01381/2020,https://www.pontaporainforma.com.br/pesquisa-mostra-dianteira-consolidada-de-helio-peluffo-em-ponta-pora/,MS,PONTA PORÃ,"Prefeito, Vereador",1.0,P,0.0,,,HELIO PELUFFO,"40,5",,ALVARO SOARES,"2,75",,FLAVIO KAYATT,"2,25",,CAIO AUGUSTO,"1,5",,RONALDO FRANCO,"1,25",,BRUNO REICHARDT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-01381/2020,https://www.pontaporainforma.com.br/pesquisa-mostra-dianteira-consolidada-de-helio-peluffo-em-ponta-pora/,MS,PONTA PORÃ,"Prefeito, Vereador",1.0,P,1.0,,,HELIO PELUFFO,"72,5",,BRUNO REICHARDT,"3,5",,RONALDO FRANCO,3,,CAIO AUGUSTO,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-01381/2020,https://www.pontaporainforma.com.br/pesquisa-mostra-dianteira-consolidada-de-helio-peluffo-em-ponta-pora/,MS,PONTA PORÃ,"Prefeito, Vereador",1.0,P,1.0,,,HELIO PELUFFO,"73,75",,BRUNO REICHARDT,"3,75",,RONALDO FRANCO,"3,25",,RAQUEL PORTIOLI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-01381/2020,https://diariomsnews.com.br/noticias/pesquisa/pesquisa-mostra-dianteira-consolidada-de-helio-peluffo-em-ponta-pora-35989,MS,PONTA PORÃ,"Prefeito, Vereador",1.0,V,0.0,,,RONY LINO,4,,MARCELINO NUNES,"3,5",,MARQUINHOS BELLO,3,,ANNY ESPINDOLA,"2,5",,AGUINALDO MIUDINHO,"2,25",,ADAOZINHO DAUZACKER,2,,ALVARO SOARES,2,,EDINHO QUINTANA,2,,EDVALDO MATTOSO,"1,75",,FARID AFFIF,"1,75",,OTAVIANO CARDOSO,"1,5",,BRUNO REICHARDT,"1,25",,CAIO AUGUSTO,1,,CANDINHO GABINIO,1,,PAULO ROBERTO DO PT,1,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-02653/2020,https://agazetanews.com.br/noticia/politica/154953/em-japora-prefeito-paulao-e-o-preferido-de-66-dos-eleitores,MS,JAPORÃ,"Prefeito, Vereador",1.0,P,0.0,,,PAULAO FRANJOTTI,"54,29",,DOUGLAS,"3,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-02653/2020,https://agazetanews.com.br/noticia/politica/154953/em-japora-prefeito-paulao-e-o-preferido-de-66-dos-eleitores,MS,JAPORÃ,"Prefeito, Vereador",1.0,P,1.0,,,PAULAO FRANJOTTI,"66,29",,TIAOZINHO,10,,DOUGLAS,"6,56",,LUIZINHO BEZERRA,"2,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-02676/2020,http://portaldeaquidauana.com.br/noticia/10951-london-pesquisas-divulga-intencao-de-votos-para-prefeito-em-anastacio#.Xvpr5gEI-N0.facebook,MS,ANASTÁCIO,"Prefeito, Vereador",1.0,P,1.0,,,NILDO ALVES,"46,33",PSDB,DOUGLAS FIGUEIREDO,"36,17",MDB,DINHO VITAL,"3,33",,MARCOS RONDON,"2,83",,ADRIANA ELIAS DO DETRAN,"2,83",,RICARDO CARPEJANI,"2,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-02676/2020,http://portaldeaquidauana.com.br/noticia/10951-london-pesquisas-divulga-intencao-de-votos-para-prefeito-em-anastacio#.Xvpr5gEI-N0.facebook,MS,ANASTÁCIO,"Prefeito, Vereador",1.0,P,0.0,,,NILDO ALVES,"33,83",PSDB,DOUGLAS FIGUEIREDO,"22,83",,ADRIANA ELIAS DO DETRAN,"2,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-04773/2020,https://diariomsnews.com.br/eventos/camara-de-vereadores-da-capital-pode-ter-renovacao-historica-e-o-que-revela-pesquisa-86,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,V,0.0,,,OTAVIO TRAD,"1,67",,SILVIO PITU,"1,58",,JOEL FAUSTINO,"1,5",,CLEMENCIO RIBEIRO,"1,42",,GILMAR,"1,33",,JULIANO GOGOZ,"1,25",,PROFESSOR RIVERTON,"1,17",,AMADEU BORGES,"1,08",,CAMARGO,1,,CHIQUINHO TELLES,1,,JEAN CARLOS,1,,ZE DA FARMACIA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05312/2020,https://www.correiodoms.com.br/noticias/municipios/pesquisa-sobre-as-eleicoes-2020-e-avaliacao-administrativa-em-maracaju,MS,MARACAJU,"Prefeito, Vereador",1.0,V,0.0,,,NENE DA VISTA ALEGRE,"3,25",,NEGO DO POVO,3,,LUCIANO DO DETRAN,"2,75",,JEFERSON LOPES,"2,5",,ROBERT ZIEMANN,"2,25",,TOTON PRADENCE,2,,VILMAR ERA DO GELO,"1,75",,LAUDO SORRILHA,"1,5",,JOAOZINHO ROCHA,"1,25",,DR. THALIS,1,,OSEIAS ENFERMEIRO,1,,VIRGINIO DA BANCA,1,,BETO SCHWINN,1,,CATITO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05312/2020,https://www.correiodoms.com.br/noticias/municipios/pesquisa-sobre-as-eleicoes-2020-e-avaliacao-administrativa-em-maracaju,MS,MARACAJU,"Prefeito, Vereador",1.0,P,1.0,,,LENILSO CARVALHO,"20,5",,GIOVANA CORREA,"16,25",,JEAMILTON,14,,MARCOS CALDERAN,"12,5",,THIAGO CAMINHA,"5,5",,ELIANE SIMOES,"3,5",,JUAREZ SANCHES,"2,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05312/2020,https://www.correiodoms.com.br/noticias/municipios/pesquisa-sobre-as-eleicoes-2020-e-avaliacao-administrativa-em-maracaju,MS,MARACAJU,"Prefeito, Vereador",1.0,P,0.0,,,LENILSO CARVALHO,"9,75",,GIOVANA CORREA,"7,25",,MARCOS CALDERAN,6,,JEAMILTON,"4,5",,THIAGO CAMINHA,3,,JUAREZ SANCHES,2,,ELIANE SIMOES,"1,5",,PORTELA,"1,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05385/2020,https://www.jd1noticias.com/politica/dois-deputados-lideram-disputa-em-dourados-diz-instituto-ranking/78238/,MS,DOURADOS,"Prefeito, Vereador",1.0,P,1.0,,,JOSE CARLOS BARBOSA,"32,2",DEM,RENATO CAMARA,11,MDB,DELIA RAZUK,"10,6",PTB,ALAN GUEDES,"7,2",,VALDENIR MACHADO,"5,4",,DANIELA HALL,"1,8",,JEFERSON BEZERRA,"1,6",,RACIB HARB,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05385/2020,http://dourados.capitalnews.com.br/politica/barbosinha-segue-a-frente-na-intencao-de-votos-para-prefeitura-de-dourados/345267,MS,DOURADOS,"Prefeito, Vereador",1.0,P,0.0,,,JOSE CARLOS BARBOSA,"16,2",DEM,MARÇAL FILHO,"7,4",,DELIA RAZUK,"6,2",PTB,RENATO CAMARA,3,MDB,ALAN GUEDES,"2,2",,VALDENIR MACHADO,"1,8",,GERALDO RESENDE,1,,MURILO ZAUITH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05385/2020,https://www.olharms.com.br/ltimas-notcias/barbosinha-lidera-com-ampla-vantagem-para-prefeito-de-dourados/15087,MS,DOURADOS,"Prefeito, Vereador",1.0,V,0.0,,,LIANDRA DA SAUDE,"2,6",,ELIAS ISHI,"2,4",,OLAVO SUL,"2,2",,GILBERTO DO CAIC,2,,SONIA PIMENTEL,"1,8",,CLAUDIO GAIOFATO,"1,6",,SERGIO NOGUEIRA,"1,4",,EDSON PUDIM,"1,4",,NELSON SUDARIO,"1,2",,CEMAR ARNAL,"1,2",,OSVALDINHO DUARTE,1,,JANIO MIGUEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05465/2020,https://www.impactonews.com.br/aparecida-do-taboado-ms,MS,DEODÁPOLIS,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-06028/2020,https://pontapora.capitalnews.com.br/politica/pesquisa-mostra-preferencia-do-eleitorado-para-a-camara-de-dourados/344377,MS,DOURADOS,"Prefeito, Vereador",1.0,V,0.0,,,JANIO MIGUEL,"3,8",,LIANDRA DA SAUDE,3,,EDERSON PUDIM,"2,8",,ELIAS ISHY,"2,8",,CLAUDIO GAIOFATO,"2,6",,GILBERTO DO CAIC,2,,CIDO MEDEIROS,"1,8",,OLAVO SUL,"1,6",,SERGIO NOGUEIRA,"1,4",,OSVALDINHO DUARTE,"1,2",,SONIA PIMENTEL,1,,PEDRO PEPA,1,,MARÇAL FILHO,1,,ENIO,1,,DANIELLA HALL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
