tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,part1,cand2,resul2,part2,cand3,resul3,part3,cand4,resul4,part4,cand5,resul5,part5,cand6,resul6,part6,cand7,resul7,part7,cand8,resul8,part8,cand9,resul9,part9,cand10,resul10,part10,cand11,resul11,part11,cand12,resul12,part12,cand13,resul13,part13,cand14,resul14,part14,cand15,resul15,part15,unnamed: 55,unnamed: 56,unnamed: 57,unnamed: 58,unnamed: 59,unnamed: 60,unnamed: 61,unnamed: 62,unnamed: 63,unnamed: 64,unnamed: 65,unnamed: 66,unnamed: 67,unnamed: 68,unnamed: 69,unnamed: 70,unnamed: 71,unnamed: 72,unnamed: 73,unnamed: 74,unnamed: 75,unnamed: 76,unnamed: 77,unnamed: 78,unnamed: 79,unnamed: 80,unnamed: 81,unnamed: 82,unnamed: 83,unnamed: 84,unnamed: 85,unnamed: 86,unnamed: 87,unnamed: 88,unnamed: 89,unnamed: 90,unnamed: 91,unnamed: 92,unnamed: 93,unnamed: 94,unnamed: 95,unnamed: 96,unnamed: 97,unnamed: 98,unnamed: 99,unnamed: 100,unnamed: 101,unnamed: 102,unnamed: 103,unnamed: 104,unnamed: 105,unnamed: 106,unnamed: 107,unnamed: 108,unnamed: 109,unnamed: 110,unnamed: 111,unnamed: 112,unnamed: 113,unnamed: 114,unnamed: 115,unnamed: 116,unnamed: 117,unnamed: 118,unnamed: 119,unnamed: 120,unnamed: 121,unnamed: 122,unnamed: 123,unnamed: 124,unnamed: 125,unnamed: 126,unnamed: 127,unnamed: 128,unnamed: 129,unnamed: 130,unnamed: 131,unnamed: 132,unnamed: 133
RN-01510/2020,https://defato.com/cesarsantos/63330/coluna-csar-santos-de-julho-de-2020,RN,NATAL,"Prefeito, Vereador",1.0,P,1.0,,,ALVARO DIAS,"32,5",MDB,NATALIA BONAVIDES,"4,9",PT,KELPS LIMA,"4,8",SOLIDARIEDADE,HERMANO MORAIS,"4,3",PSB,EUDIANE MACEDO,"3,1",PRB,SANDRO PIMENTEL,"2,1",PSOL,CORONEL AZEVEDO,"2,1",PSC,CARLOS ALBERTO,"1,8",PV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01510/2020,http://www.tribunadonorte.com.br/noticia/pesquisa-mostra-que-a-lvaro-lidera-e-venceria-no-1ao-turno/483743,RN,NATAL,"Prefeito, Vereador",1.0,P,0.0,,,ALVARO DIAS,"8,1",MDB,CARLOS EDUARDO,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01999/2020,https://www.blogdobg.com.br/pesquisa-perfil-ceara-mirim-estimulada-prefeito-cenario1-julio-tem-65-ozenir-7-e-ronaldo-66/,RN,CEARÁ-MIRIM,"Prefeito, Vereador",1.0,P,1.0,,,JULIO CESAR,65,,OZENIR PEIXOTO,7,,RONALDO VENANCIO,"6,6",,JACIO PRAXEDES,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03075/2020,https://macaibanoar.com.br/politica-pesquisa/,RN,MACAÍBA,"Prefeito, Vereador",1.0,P,0.0,,,EMIDIO JUNIOR,18,,MARILIA,"10,4",,NETINHO,"8,4",,NORMANDO,6,,JANSSEN CORTES,"1,8",,JOSE ALDENIR,"1,2",,FERNANDO CUNHA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03075/2020,https://www.jairsampaio.com/tag/pesquisa-em-macaiba/,RN,MACAÍBA,"Prefeito, Vereador",1.0,P,1.0,,,EMIDIO JUNIOR,"29,6",,MARILIA,19,,NETINHO,15,,NORMANDO,"14,8",,JANSSEN CORTES,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03358/2020,http://www.laurivans.blog-dominiotemporario.com.br/2020/08/03/,RN,SERRA NEGRA DO NORTE,Prefeito,1.0,P,1.0,,,SERGINHO FERNANDES,"54,3",,ACACIO BRITO,"26,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03358/2020,http://www.laurivans.blog-dominiotemporario.com.br/2020/08/03/,RN,SERRA NEGRA DO NORTE,Prefeito,1.0,P,0.0,,,SERGINHO FERNANDES,"50,9",,ACACIO BRITO,16,,ROGERIO MARIZ,12,,ALYSSON MOISES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-05109/2020,https://www.blogdobg.com.br/pesquisa-consult-maxaranguape-vereador-confira-a-lista-dos-nomes-mais-citados-para-a-camara/,RN,MAXARANGUAPE,"Prefeito, Vereador",1.0,V,,,,EVANIO,"3,25",,CADINHO,3,,WELLINGTON,2,,DAYA,2,,ROBSON,2,,NILDINHO,"1,75",,CARLA LOPES,"1,5",,RAFAEL,"1,5",,NEQUINHO,"1,25",,MANELZINHO,"1,25",,CRIZALDO,"1,25",,LUIZ NETO,1,,BAIU,1,,MOREIRA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-07081/2020,https://www.blogdobg.com.br/pesquisa-consult-parnamirim-prefeito-espontanea-taveira-tem-82-nilda-22-e-elienai-12/,RN,PARNAMIRIM,"Prefeito, Vereador",1.0,P,0.0,,,ROSANO TAVEIRA,"8,2",,NILDA,"2,2",,ELIENAI CARTAXO,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-07081/2020,https://blogdeassis.com.br/economia/pesquisa-consult-parnamirim-prefeito-taveira-lidera-com-302/183171,RN,PARNAMIRIM,"Prefeito, Vereador",1.0,P,1.0,,,ROSANO TAVEIRA,"30,2,",,NILVA,"13,2",,ELIENAI CARTAXO,"7,4",,MAURICIO MARQUES,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-02258/2020,https://www.rondoniaovivo.com/imagensNoticias/documentos/portovelhojn20_1_.pdf,RO,PORTO VELHO,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-02496/2020,https://jaruonline.com.br/disputa-acirrada-em-machadinho-doeste-segundo-pesquisa/,RO,MACHADINHO DO OESTE,Prefeito,1.0,P,1.0,,,LEOMAR PATRICIO,"15,71",,BANDEIRA,"14,8",,PAULO DA REMAP,"14,8",,EZEQUIEL JUNIOR,"9,37",,CELSO COELHO,"7,25",,MARINHO DA CAERD,"4,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-08953/2020,https://noticiastudoaqui.com/artigo/2020Jl17jBg475f11ada7,RO,PORTO VELHO,"Prefeito, Vereador",1.0,P,0.0,,,LEO MORAES,"6,78",PODEMOS,HILDON CHAVES,"5,45",,VINICIUS MIGUEL,"5,29",CIDADANIA,MAURO ZANIF,"4,13",,CRISTIANE LOPES,"2,31",PP,BRENO MENDES,"2,15",,ALAN QUEIROZ,"1,98",,LINDOMAR GARÇOM,"1,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-08953/2020,https://noticiastudoaqui.com/artigo/2020Jl17jBg475f11ada7,RO,PORTO VELHO,"Prefeito, Vereador",1.0,P,1.0,,,LEO MORAES,"21,82",PODEMOS,CRISTIANE LOPES,"10,74",PP,VINICIUS MIGUEL,"6,45",CIDADANIA,ALLAN QUEIROZ,"6,12",,LINDOMAR GARÇOM,"5,79",,HERMINIO COELHO,"3,64",,BRENO MENDES,"3,47",,RONALDO FLORES,"1,49",,SAMUEL COSTA,"1,32",,LEONEL BERTOLIN,"1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-08953/2020,https://correiodenoticia.com.br/2020/07/09/pesquisa-mostra-intencao-de-voto-para-vereador-em-porto-velho/,RO,PORTO VELHO,"Prefeito, Vereador",1.0,V,0.0,,,ADA DANTAS,"3,23",,EDWILSON NEGREIROS,"2,42",,JOELNA HOLDER,"1,94",,ISAC MACHADO,"2,26",,ALEX PALITOT,"1,62",,EDMILSON DOURADO,"1,62",,ALISSON DO SANDUBAS,"1,62",,GILBER,"1,45",,BOSCO DA FEDERAL,"1,45",,EDEVALDO NEVES,"1,29",,NILTON SOUZA,"1,29",,JUNIOR QUEIROZ,"1,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-00992/2020,https://www.4oito.com.br/noticia/pesquisa-confirma-cenario-acirrado-em-forquilhinha-32115,SC,FORQUILHINHA,Prefeito,1.0,P,1.0,,,LEI ALEXANDRE,"29,4",PP,JOSE CLAUDIO GONÇALVES,"24,6",PSD,MACIEL DA SOLER,"13,6",PDT,GIOVANE DE GODOI,11,PL,FELIX HOBOLD,"5,4",PT,CARLOS NOLA,4,PSL,JULIANO ARNS,"1,4",PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-00992/2020,https://www.4oito.com.br/noticia/pesquisa-confirma-cenario-acirrado-em-forquilhinha-32115,SC,FORQUILHINHA,Prefeito,1.0,P,0.0,,,LEI ALEXANDRE,14,PP,JOSE CLAUDIO GONÇALVES,12,PSD,GEOVANE DE GODOI,"5,8",PL,MACIEL DA SOLER,"4,4",PDT,DIMAS KAMMER,3,,FELIX HOBOLD,"2,8",PT,JULIANO ARNS,"1,4",PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-08498/2020,https://sulnoticias.com/destaques/pesquisa-mostra-salvaro-com-larga-vantagem-em-criciuma/02-07-2020/,SC,CRICIÚMA,Prefeito,1.0,P,1.0,,,CLESIO SALVARO,"70,56",PSDB,RODRIGO MINOTTO,"4,8",PDT,JULIA ZANATTA,4,PL,ANIBAL DARIO,"3,84",MDB,CHICO BALTHAZAR,"1,76",PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-08498/2020,https://sulnoticias.com/destaques/pesquisa-mostra-salvaro-com-larga-vantagem-em-criciuma/02-07-2020/,SC,CRICIÚMA,Prefeito,1.0,P,0.0,,,CLESIO SALVARO,"40,32",PSDB,ANIBAL DARIO,"1,28",MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-08632/2020,https://www.facebook.com/radiocidadesc/posts/3117024694999278,SC,ITAPEMA,Prefeito,1.0,P,1.0,,,NILZA SIMAS,53,,MATIOLO,1,,HELIO JOSE BASQUEIRA,1,,PAULO FERES,4,,ANDRE OLIVEIRA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-08632/2020,https://www.facebook.com/radiocidadesc/posts/3117024694999278,SC,ITAPEMA,Prefeito,1.0,P,0.0,,,YAGAN DADAM,1,,XEPA,1,,TANAKA,2,,RODRIGO BOLINHA,2,,NILZA SIMAS,34,,ANDRE OLIVEIRA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-09954/2020,https://sulnoticias.com/destaques/michels-surge-como-fato-novo-na-primeira-pesquisa-eleitoral-de-icara/08-07-2020/,SC,IÇARA,Prefeito,1.0,P,1.0,,,DALVANIA CARDOSO,"40,6",PP,ALEX MICHELS,23,PSD,ARNALDINHO LODETTI,"12,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-09954/2020,https://sulnoticias.com/destaques/michels-surge-como-fato-novo-na-primeira-pesquisa-eleitoral-de-icara/08-07-2020/,SC,IÇARA,Prefeito,1.0,P,0.0,,,DALVANIA CARDOSO,"17,2",PP,ALEX MICHELS,"7,8",PSD,ARNALDINHO LODETTI,"5,4",MDB,TONINHO DE MELLO,"3,6",PL,MURIALDO GASTALDON,"3,2",,AGENOR CASTANHA,1,PSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-01111/2020,https://www.lagartonoticias.com.br/2020/07/21/prazos-eleitorais-sao-prorrogados-e-registro-de-candidaturas-vai-ate-26-de-setembro/,SE,PORTO DA FOLHA,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-01483/2020,https://www.lagartonoticias.com.br/2020/07/06/alem-de-lagarto-mdb-devera-disputar-outras-20-prefeituras-em-sergipe/,SE,LAGARTO,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-02373/2020,http://www.lagartonoticias.com.br/2020/07/13/justica-suspende-divulgacao-de-mais-uma-pesquisa-em-lagarto/,SE,LAGARTO,Prefeito,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-02567/2020,http://lagartense.com.br/78857,SE,LAGARTO,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-02598/2020,https://sergipereporter.com.br/pesquisa-para-prefeito-em-estancia-ne-noticias/,SE,ESTÂNCIA,Prefeito,1.0,P,0.0,,,GILSON ANDRADE,20,,MARCIO SOUSA,"10,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-02598/2020,https://sergipereporter.com.br/pesquisa-para-prefeito-em-estancia-ne-noticias/,SE,ESTÂNCIA,Prefeito,1.0,P,1.0,,,GILSON ANDRADE,"35,5",,MARCIO SOUSA,"17,6",,IVAN LEITE,"15,5",,DOMINGUINHOS,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-02832/2020,https://www.imprensa24h.com.br/pesquisa-eleitoral-edvaldo-nogueira-lidera-em-aracaju/,SE,ARACAJU,Prefeito,1.0,P,,,,EDVALDO NOGUEIRA,"23,1",PDT,DANIELLE GARCIA,"21,1",CIDADANIA,EMILIA CORREIA,12,PATRIOTA,VALADARES FILHO,"11,1",PSB,PAULO MARCIO,"2,3",DC,RODRIGO VALADARES,"1,3",PTB,MARCIO MACEDO,"1,1",PT,LUCIO FLAVIO,"1,4",AVANTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-03048/2020,https://www.lagartonoticias.com.br/2020/06/29/tres-pesquisas-foram-registradas-no-tse-sobre-as-eleicoes-para-prefeito-e-vereador-em-lagarto/,SE,LAGARTO,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-03451/2020,https://sergipeemfoco.com.br/v2/noticia/justica-proibe-pesquisa-com-erros-em-aquidaba/24307,SE,AQUIDABÃ,Prefeito,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-04260/2020,https://www.nenoticias.com.br/justica-proibe-divulgacao-de-pesquisa/,SE,BARRA DOS COQUEIROS,"Prefeito, Vereador",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-05159/2020,https://www.lagartonoticias.com.br/2020/07/06/alem-de-lagarto-mdb-devera-disputar-outras-20-prefeituras-em-sergipe/,SE,LAGARTO,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-06318/2020,https://ajunews.com.br/eleicoes/cristina-franco-lidera-pesquisa-de-intencoes-de-voto-em-muribeca/,SE,MURIBECA,"Prefeito, Vereador",1.0,P,1.0,,,CRISTINA FRANCO,"42,9",PSDB,MARIO CESAR,"23,9",,MARINHO,"4,8",,CARLOS CEZAR,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-06318/2020,https://ajunews.com.br/eleicoes/cristina-franco-lidera-pesquisa-de-intencoes-de-voto-em-muribeca/,SE,MURIBECA,"Prefeito, Vereador",1.0,P,0.0,,,CRISTINA FRANCO,"31,9",PSDB,MARIO CESAR,"13,8",,SANDRA,"9,4",,FERNANDINHO,"3,6",,MARIA CRISTINA,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-06473/2020,http://lagartense.com.br/78857,SE,LAGARTO,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-07089/2020,https://www.lagartonoticias.com.br/2020/07/13/fim-das-coligacoes-democratizacao-das-sobras-de-votos-e-covid-19-serao-as-marcas-das-eleicoes-2020/,SE,PIRAMBU,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-08184/2020,http://politicadefato.com.br/noticia/2332/junior-chagas-lidera-intencao-de-voto-para-prefeito-seguido-por-binho-do-mercadinho,SE,POÇO REDONDO,"Prefeito, Vereador",1.0,P,1.0,,,JUNIOR CHAGAS,"35,5",,BINHO DO MERCADINHO,"23,2",,ROBERTO ARAUJO,"11,3",,IVAN ROSA,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-08184/2020,http://politicadefato.com.br/noticia/2332/junior-chagas-lidera-intencao-de-voto-para-prefeito-seguido-por-binho-do-mercadinho,SE,POÇO REDONDO,"Prefeito, Vereador",1.0,P,0.0,,,JUNIOR CHAGAS,"29,8",,BINHO DO MERCADINHO,"16,8",,ROBERTO ARAUJO,"9,4",,IVAN ROSA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-08406/2020,http://www.faxaju.com.br/index.php/2020/07/28/diogenes-almeida-lidera-pesquisa-no-municipio-de-tobias-barreto/,SE,TOBIAS BARRETO,"Prefeito, Vereador",1.0,P,1.0,,,DIOGENES ALMEIDA,"45,9",,DILSON DE AGRIPINO,"25,6",,MAGNO ARAUJO,"3,9",,CEZAR PRADO,"3,1",,GAL DE FILO,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-08471/2020,http://lagartense.com.br/78857,SE,LAGARTO,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-09659/2020,http://politicadefato.com.br/noticia/2348/gararu-elizabeth-lidera-intencao-de-voto-para-prefeita-seguida-por-zete,SE,GARARU,"Prefeito, Vereador",1.0,P,1.0,,,ELIZABETH,"39,4",,ZETE,"26,2",,IGOR,"6,5",,BAITO DO TETE,"4,7",,SERGIO MURILO,"3,6",,VOLNEY BRITO,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-09659/2020,http://politicadefato.com.br/noticia/2348/gararu-elizabeth-lidera-intencao-de-voto-para-prefeita-seguida-por-zete,SE,GARARU,"Prefeito, Vereador",1.0,P,0.0,,,ELIZABETH,"36,1",,ZETE,"23,5",,BAITO DO TETE,"4,1",,IGOR,"3,7",,SERGIO MURILO,"2,2",,VOLNEY BRITO,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-09692/2020,https://www.lagartonoticias.com.br/2020/07/09/sergio-reis-lidera-com-28-intencao-de-votos-para-prefeito-de-lagarto/,SE,LAGARTO,"Prefeito, Vereador",1.0,P,,,,SERGIO REIS,"28,12",,HILDA RIBEIRO,"23,06",,IBRAIN MONTEIRO,"11,53",,NININHO DO BOLO,"6,82",,BELIZARIO,"1,88",,KERCIO PINTO,"1,41",,JORGE PRATA,"1,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00949/2020,https://www.odiariodemogi.net.br/pesquisa-aponta-marcus-melo-na-frente-para-a-prefeitura-de-mogi/,SP,MOGI DAS CRUZES,Prefeito,1.0,P,0.0,,,MARCUS MELO,18,PSDB,FELIPE LINTZ,"4,3",PRTB,CAIO CUNHA,"3,8",PODE,RODRIGO VALVERDE,"2,8",PT,MARCO BERTAIOLLI,"2,3",PSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00949/2020,https://www.odiariodemogi.net.br/pesquisa-aponta-marcus-melo-na-frente-para-a-prefeitura-de-mogi/,SP,MOGI DAS CRUZES,Prefeito,1.0,P,1.0,,,MARCUS MELO,"30,4",PSDB,CAIO CUNHA,"10,3",PODE,RODRIGO VALVERDE,6,PT,FELIPE LINTZ,6,PRTB,MIGUEL BOMBEIRO,"2,7",PMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01582/2020,https://www.ifolha.com.br/ler_noticias.php?id_j=25872,SP,OLÍMPIA,Prefeito,1.0,P,,,,FERNANDO CUNHA,"45,8",,FLAVIO OLMOS,"22,5",,GUSTAVO PIMENTA,"10,6",,NIQUINHA,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
