unnamed: 0,tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
,PA-07626/2020,https://falaseriocanaa.com.br/eleicoes-2020-saiu-a-primeira-pesquisa-registrada-para-prefeito-de-canaa-dos-carajas/,PA,CANAÃ DOS CARAJÁS,Prefeito,1.0,P,0.0,,,JEAN CARLOS,"28,3",JOSEMIRA,"6,7",ARILDO NERES,"1,7",GESIEL,1,AUGUSTO,1,,,,,,,,,,,,,,,,,,,,
,PA-07626/2020,https://falaseriocanaa.com.br/eleicoes-2020-saiu-a-primeira-pesquisa-registrada-para-prefeito-de-canaa-dos-carajas/,PA,CANAÃ DOS CARAJÁS,Prefeito,1.0,P,1.0,,,JEAN CARLOS,"57,3",JOSEMIRA,"14,3",ARILDO NERES,"5,9",ZE BATISTA,"4,9",,,,,,,,,,,,,,,,,,,,,,
,PA-07831/2020,https://avozdoxingu.com.br/regiao/eleicoes-2020-pesquisa-aponta-taka-como-principal-favorito-na-corrida-eleitoral-em-ruropolis/,PA,RURÓPOLIS,"Prefeito, Vereador",1.0,P,1.0,,,EDGAR,"6,8",TAKA,"45,5",ZE FILHO,"8,4",MARCELO VEREADOR,"7,3",SIMAO DADALT,"12,6",,,,,,,,,,,,,,,,,,,,
,PA-07831/2020,https://avozdoxingu.com.br/regiao/eleicoes-2020-pesquisa-aponta-taka-como-principal-favorito-na-corrida-eleitoral-em-ruropolis/,PA,RURÓPOLIS,"Prefeito, Vereador",1.0,P,0.0,,,TAKA,"30,4",ZE FILHO,"1,6",SIMAO DADALT,"1,6",MARCELO,"1,6",EDGAR,1,,,,,,,,,,,,,,,,,,,,
,PA-08796/2020,https://soldocarajas.blogspot.com/2020/07/data-populi-veja-quem-sao-os-nomes-mais.html,PA,PARAUAPEBAS,"Prefeito, Vereador",1.0,V,0.0,,,ELIENE SOARES,"1,77",KELLEN ADRIANA,"1,14",RAFAEL RIBEIRO,"1,01",,,,,,,,,,,,,,,,,,,,,,,,
,PA-08796/2020,https://www.portalpebao.com.br/2020/06/valmir-mariano-lidera-as-intencoes-de.html,PA,PARAUAPEBAS,"Prefeito, Vereador",1.0,P,1.0,,,VALMIR DA INTEGRAL,25,DARCI LERMEN,"14,3",JULIO CESAR,"6,59",JOELMA LEITE,"5,47",MARCELO CATALAO,"5,35",MEIRE VAZ,"2,74",FRANCINE DO HIPER SENNA,"2,61",DR. RUBENS,"2,49",,,,,,,,,,,,,,
,PA-08982/2020,https://www.an10.com.br/noticias/politica/pesquisa-pesquisa-aponta-favoritismo-de-joao-cleber-na-disputa-ao-poder-executivo/,PA,SÃO FÉLIX DO XINGU,Prefeito,1.0,P,1.0,,,JOAO CLEBER,"50,4",PASTOR SIDNEY,"11,2",DARCY DO DENIMAR,"7,6",MINERVIN,"4,8",NEUSA DO LEVINO,"4,6",DU REIS,"3,7",,,,,,,,,,,,,,,,,,
,PA-08982/2020,https://www.an10.com.br/noticias/politica/pesquisa-pesquisa-aponta-favoritismo-de-joao-cleber-na-disputa-ao-poder-executivo/,PA,SÃO FÉLIX DO XINGU,Prefeito,1.0,P,0.0,,,JOAO CLEBER,"17,5",MINERVINA,3,ANTONIO LEVINO,"2,8",DARCY DO DENIMAR,"1,6",PASTOR SIDNEY,"1,1",,,,,,,,,,,,,,,,,,,,
,PA-09466/2020,https://www.portalpebao.com.br/2020/04/pesquisa-data-populi-para-prefeito.html,PA,PARAUAPEBAS,"Prefeito, Vereador",1.0,P,1.0,,,VALMIR DA INTEGRAL,"29,58",DARCI LERMEN,"19,97",MARCELO CATALAO,"6,66",JOELMA LEITE,"5,76",FRANCINE,"4,1",JULIO CESAR,"3,97",MEIRE VAZ,"2,43",RUBENS MORAES,"2,18",,,,,,,,,,,,,,
,PA-09466/2020,http://noticiasdeparauapebas.com/vereador-braz-lidera-pesquisa-eleitoral-em-parauapebas-segundo-a-data-populi/,PA,PARAUAPEBAS,"Prefeito, Vereador",1.0,V,0.0,,,BRAZ,"1,66",LUIS CASTILHO,"1,27",EVALDO FIDELIS,"1,15",RAFAEL RIBEIRO,"1,15",ZACARIAS,"1,15",ELIENE MORAES,"1,02",,,,,,,,,,,,,,,,,,
,PA-09466/2020,https://datapopuli.net/data_populi_-_tse_pa_094662020.pdf,PA,PARAUAPEBAS,"Prefeito, Vereador",1.0,P,0.0,,,DARCI LERMEN,"12,23",VALMIR DA INTEGRAL,"6,62",JULIO CESAR,"2,17",MARCELO CATALAO,"1,78",JOELMA LEITE,"1,53",FRANCINE,"1,27",DR. RUBENS,"1,15",,,,,,,,,,,,,,,,
,PA-09654/2020,https://wwwblogdoxarope.blogspot.com/2020/02/belterra-dividida-entre-macedo-e-rocha.html,PA,BELTERRA,"Prefeito, Vereador",1.0,P,1.0,,,ARIELTON SILVA,"16,5",DR. MACEDO,"35,2",MILTON ALMADA,"3,2",VEREADOR JUNIOR ROCHA,27,ULISSES,"7,1",,,,,,,,,,,,,,,,,,,,
,PA-09654/2020,https://wwwblogdoxarope.blogspot.com/2020/02/belterra-dividida-entre-macedo-e-rocha.html,PA,BELTERRA,"Prefeito, Vereador",1.0,P,0.0,,,DR. MARCEDO,"36,9",JR. ROCHA,"25,2",ARIELTON SILVA,"12,6",ULISES,"4,5",MILTON ALMADA,2,OTI ANTOS,"1,5",,,,,,,,,,,,,,,,,,
,PA-09654/2020,https://www.jesocarneiro.com.br/cidade/belterra/junior-rocha-e-tinen-sao-os-mais-citados-em-pesquisa-para-vereador-de-belterra.html,PA,BELTERRA,"Prefeito, Vereador",1.0,V,0.0,,,JR. ROCHA,"6,6",TINE,"6,1",JONAS PALHETA,"4,1",SERJAO,"4,1",LILICO,3,DERLEI,"2,5",VADO,"2,5",ULISSES,"2,5",ANDERSON AUGUSTO,2,JAMILE,2,BETAO,"1,5",GIBAO,"1,5",HUGO,"1,5",MALU,"1,5",PASTOR PAULO,"1,5"
,PB-03928/2020,https://www.blogdogeraldoandrade.com/2020/04/isso-ninguem-mostra-os-numeros-da.html,PB,BERNARDINO BATISTA,"Prefeito, Vereador",1.0,P,0.0,,,MARQUINHOS,25,GERVAZIO GOMES,8,EDOMARQUES,"2,3",,,,,,,,,,,,,,,,,,,,,,,,
,PB-03928/2020,http://www.blogdofurao.com/blog/marquinhos-gomes-lidera-pesquisa-para-prefeito-em-bernardino-batista/,PB,BERNARDINO BATISTA,"Prefeito, Vereador",1.0,P,1.0,,,MARQUINHOS,48,EDOMARQUES,17,RUY,6,,,,,,,,,,,,,,,,,,,,,,,,
,PB-03928/2020,https://www.diariodosertao.com.br/eleicoes-2020/460858/pesquisa-diariodosertao-datavox-mostra-os-nomes-mais-lembrados-para-vereador-em-bernardino-batista.html,PB,BERNARDINO BATISTA,"Prefeito, Vereador",1.0,V,0.0,,,AURILENE BARBOSA,"13,3",JOAO DE DEUS,"13,3",ELIETE SILVA,"7,7",ALDO ANDRADE,"7,3",CICERO ANTONIO,"5,3",PRETINHA,4,SEBASTIAO,"2,7",ALCINEIDE,"2,7",GILBERTO EGIDIO,2,RUY,2,,,,,,,,,,
,PE-08568/2020,http://www.blogdosergiosalles.com/2020/01/raquel-lyra-lidera-na-primeira-pesquisa.html,PE,CARUARU,Prefeito,1.0,P,1.0,,,RAQUEL LYRA,"36,63",TONY GEL,"19,59",DELEGADO LESSA,"11,18",ZE QUEIROZ,11,JORNALISTA FERNANDO RODOLFO,"1,87",RAFFIE DELLON,"1,47",,,,,,,,,,,,,,,,,,
,PE-08568/2020,http://www.blogdosergiosalles.com/2020/01/raquel-lyra-lidera-na-primeira-pesquisa.html,PE,CARUARU,Prefeito,1.0,P,0.0,,,RAQUEL LYRA,"26,95",TONY GEL,"8,21",ZE QUEIROZ,"4,98",ERICK LESSA,"2,93",,,,,,,,,,,,,,,,,,,,,,
,PE-08604/2020,https://portalcorrentespe.blogspot.com/2020/,PE,CORRENTES,Prefeito,1.0,P,0.0,,,EDMILSON DA BAHIA,28,JUNIOR LUCIO,"8,24",DAVI VITOR,"6,47",HUGO CESAR,"4,71",JULIO CESAR,"1,76",DR. ROMAO,"1,18",,,,,,,,,,,,,,,,,,
,PI-00034/2020,https://180graus.com/pesquisa-eleitoral,PI,CAMPO MAIOR,Prefeito,1.0,P,0.0,,,JOAOZINHO FELIX,"12,5",RIBINHA,"5,5",PAULO MARTINS,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
,PI-00034/2020,https://www.portalr10.com/noticia/41174/instituto-estimativa-divulga-resultado-de-pesquisa-em-campo-maior,PI,CAMPO MAIOR,Prefeito,1.0,P,1.0,,,JOAOZINHO FELIX,"37,25",PAULO MARTINS,"10,5",RIBINHA,10,DEVAN EUGENIO,"4,5",FERNANDO MIRANDA,3,,,,,,,,,,,,,,,,,,,,
,PI-01142/2020,https://www.portalr10.com/noticia/51248/nazaria-ex-prefeito-ubaldo-nogueira-lidera-intencao-de-votos,PI,NAZÁRIA,"Prefeito, Vereador",1.0,P,1.0,,,UBALDO NOGUEIRA,"41,52",OSVALDO BONFIM,"21,52",LUIS CARLOS,"13,03",,,,,,,,,,,,,,,,,,,,,,,,
,PI-01142/2020,https://www.portalr10.com/noticia/51248/nazaria-ex-prefeito-ubaldo-nogueira-lidera-intencao-de-votos,PI,NAZÁRIA,"Prefeito, Vereador",1.0,P,0.0,,,UBALDO NOGUEIRA,"23,03",OSVALDO BONFIM,"14,24",LUIS CARLOS,"3,03",MARCELO FONSECA,"1,21",,,,,,,,,,,,,,,,,,,,,,
,PI-01745/2020,https://cidadesnanet.com/news/municipios/jaicos/jaicos-internautas-divulgam-pesquisa-falsa-e-podem-responder-por-crime-instituto-divulga-nota-de-esclarecimento/,PI,JAICÓS,"Prefeito, Vereador",1.0,P,1.0,,,NENEM DE EDITE,"58,54",MAVIO SILVEIRA,"29,27",,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-01745/2020,https://cidadesnanet.com/news/municipios/jaicos/jaicos-internautas-divulgam-pesquisa-falsa-e-podem-responder-por-crime-instituto-divulga-nota-de-esclarecimento/,PI,JAICÓS,"Prefeito, Vereador",1.0,P,0.0,,,NENEM DE EDITE,"47,56",MAVIO SILVEIRA,"20,12",,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-02495/2020,https://180graus.com/apolianaoliveira/eleicoes-2020-no-piaui-tres-institutos-ja-registraram-pesquisas-municipais,PI,VALENÇA DO PIAUÍ,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-02566/2020,https://viesjuridico.com/noticia/214-OPINAR/ALTOS:-Maxwell-lidera-corrida-pela-Prefeitura-de-Altos-com-53--,PI,ALTOS,"Prefeito, Vereador",1.0,P,0.0,,,MAXWELL DA MARINHA,53,CARLINHOS LEAL,"19,67",NETO DELMIRO,"19,67",MARCIO FONTENE,3,,,,,,,,,,,,,,,,,,,,,,
,PI-02940/2020,https://www.cidadesemfoco.com/instituto-amostragem-divulga-pesquisa-de-intencao-de-votos-para-a-prefeitura-de-picos/,PI,PICOS,Prefeito,1.0,P,0.0,,,GIL PARAIBANO,"22,25",ARAUJINHO,6,CORONEL VIANA,5,,,,,,,,,,,,,,,,,,,,,,,,
,PI-02940/2020,https://www.cidadesemfoco.com/instituto-amostragem-divulga-pesquisa-de-intencao-de-votos-para-a-prefeitura-de-picos/,PI,PICOS,Prefeito,1.0,P,1.0,,,GIL PARAIBANO,"45,75",ARAUJINHO,16,CORONEL VIANA,"12,25",JUNIOR NOBRE,"8,5",,,,,,,,,,,,,,,,,,,,,,
,PI-03052/2020,https://180graus.com/pesquisa-eleitoral/credibilidade-cocal-pi-prefeito-rubens-vieira-tem-gestao-aprovada-por-72,PI,COCAL,"Prefeito, Vereador",1.0,P,0.0,,,NONATIM DO SINDICATO,"57,14",DR. CRISTIANO,"16,57",GILSON DA SERRARIA,"1,14",,,,,,,,,,,,,,,,,,,,,,,,
,PI-03052/2020,https://180graus.com/pesquisa-eleitoral,PI,COCAL,"Prefeito, Vereador",1.0,P,1.0,,,NONATIM DO SINDICATO,62,DR. CRISTIANO,19,GILSON DA SERRARIA,"1,71",,,,,,,,,,,,,,,,,,,,,,,,
,PI-04780/2020,https://180graus.com/apolianaoliveira/eleicoes-2020-no-piaui-tres-institutos-ja-registraram-pesquisas-municipais,PI,NAZÁRIA,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-05989/2020,https://www.portalr10.com/noticia/44982/tj-pi-nega-retorno-de-atividade-em-academias-barbearias-e-saloes-de-beleza,PI,CAMPO MAIOR,Prefeito,1.0,P,1.0,,,JOAOZINHO,46,PAULO MARTINS,"14,33",RIBINHA,9,,,,,,,,,,,,,,,,,,,,,,,,
,PI-06059/2020,https://www.politicadinamica.com/noticias/marcos-melo/joaozinho-felix-46-ribinha-do-pt-181584500174-14172.html,PI,CAMPO MAIOR,Prefeito,1.0,P,1.0,,,JOAOZINHO FELIX,46,RIBINHA,18,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-06291/2020,https://www.tapuionoticias.com/noticia/4576/Netinho-lidera-primeira-pesquisa-para-prefeito-em-Assuncao-do-Piaui,PI,ASSUNÇÃO DO PIAUÍ,"Prefeito, Vereador",1.0,P,1.0,,,NETINHO,"46,85",JACKSON,"34,23",,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-06291/2020,https://www.tapuionoticias.com/noticia/4576/Netinho-lidera-primeira-pesquisa-para-prefeito-em-Assuncao-do-Piaui,PI,ASSUNÇÃO DO PIAUÍ,"Prefeito, Vereador",1.0,P,0.0,,,NETINHO,"43,24",JACKSON,"25,23",,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-06354/2020,https://grandepicos.com.br/2020/03/20/nova-pesquisa-eleitoral-e-divulgada-em-picos-nesta-sexta-20/,PI,PICOS,"Prefeito, Vereador",1.0,P,0.0,,,GIL PARAIBANO,"43,5",ARAUJINHO,18,CORONEL VIANA,"5,5",JUNIOR NOBRE,"4,5",,,,,,,,,,,,,,,,,,,,,,
,PI-06354/2020,https://grandepicos.com.br/2020/03/20/nova-pesquisa-eleitoral-e-divulgada-em-picos-nesta-sexta-20/,PI,PICOS,"Prefeito, Vereador",1.0,P,1.0,,,GIL PARAIBANO,"48,75",ARAUJINHO,"23,25",CORONEL VIANA,7,JUNIOR NOBRE,"4,75",,,,,,,,,,,,,,,,,,,,,,
,PI-07500/2020,https://www.blogdoflaviocristo.com/2020/03/pesquisa-aponta-rafael-silva-na.html,PI,LUIS CORREIA,"Prefeito, Vereador",1.0,P,,,,RAPHAEL SILVA,"27,3",KIM DO CARANGUEJO,21,MANINHA,"15,7",PAULO CAZUZA,"8,3",BATISTA DO NELSON,5,FRANCILDA,2,NETO SILVA,"1,3",ZEZE,"1,3",,,,,,,,,,,,,,
,PI-07506/2020,https://www.portalaz.com.br/noticia/data-az/25925/data-az-prefeito-de-novo-oriente-e-rejeitado-por-9-em-cada-10-eleitores,PI,NOVO ORIENTE DO PIAUÍ,"Prefeito, Vereador",1.0,P,0.0,,,AFONSO SOBREIRA,"20,67",RITA LOPES,"11,33",PROFESSORA ODENI,11,PADRE WALMIR,"1,33",MARCOS VINICIUS,"4,33",,,,,,,,,,,,,,,,,,,,
,PI-07506/2020,https://www.portalaz.com.br/noticia/data-az/25925/data-az-prefeito-de-novo-oriente-e-rejeitado-por-9-em-cada-10-eleitores,PI,NOVO ORIENTE DO PIAUÍ,"Prefeito, Vereador",1.0,P,1.0,,,AFONSO SOBREIRA,29,RITA LOPES,22,PROFESSORA ODENI,19,AMANDA SOBREIRA,3,,,,,,,,,,,,,,,,,,,,,,
,PI-07783/2020,https://pensarpiaui.com/noticia/credibilidade-divulga-pesquisa-para-prefeito-e-vereador-de-teresina.html,PI,TERESINA,"Prefeito, Vereador",1.0,P,0.0,,,DR. PESSOA,"32,5",FABIO ABREU,"15,25",SILVIO MENDES,"14,88",FABIO NOVO,8,,,,,,,,,,,,,,,,,,,,,,
,PI-07783/2020,https://pensarpiaui.com/noticia/credibilidade-divulga-pesquisa-para-prefeito-e-vereador-de-teresina.html,PI,TERESINA,"Prefeito, Vereador",1.0,P,1.0,,,DR. PESSOA,"37,12",FABIO ABREU,"17,12",FABIO NOVO,11,SILAS FREIRE,"3,38",KLEBER MOTEZUMA,"2,75",GEORGIANO NETO,"2,5",,,,,,,,,,,,,,,,,,
,PI-07783/2020,https://portalvarada.com/politica/pesquisa-credibilidade-ze-nito-e-dudu-lideram-para-vereador-veja-os-mais-lembrados/,PI,TERESINA,"Prefeito, Vereador",1.0,V,0.0,,,ZE NITO,"2,75",DUDU,"2,75",JONINHA,"1,88",GRAÇA AMORIM,"1,62",SAMUEL SILVEIRA,"1,62",JEOVA,"1,38",EDSON MELO,"1,38",CIDA SANTIAGO,"1,12",,,,,,,,,,,,,,
,PI-08735/2020,https://cidadesnanet.com/news/municipios/jaicos/instituto-divulga-pesquisa-de-intencao-de-votos-para-vereador-em-jaicos-bosquinho-lidera-com-726/,PI,JAICÓS,"Prefeito, Vereador",1.0,V,0.0,,,BOSQUINHO,"7,26",IRMAO JESSE,"3,25",BENE ALENCAR,"2,17",EDINALDO DA FARMACIA,"1,39",OZIANA,"6,18",MOCINHA,"4,17",PRETINHA DE JOAO DE EDMUNDO,"2,17",MESSIAS,"1,7",ELIAS PEREIRA,"1,24",SIRLENE,"4,63",,,,,,,,,,
,PI-08735/2020,https://cidadesnanet.com/news/municipios/jaicos/instituto-divulga-pesquisa-de-intencao-de-votos-para-vereador-em-jaicos-bosquinho-lidera-com-726/,PI,JAICÓS,"Prefeito, Vereador",1.0,P,1.0,,,BRANCO RODRIGUES,"4,02",JOAO DE EDMUNDO,"1,55",MAVIO SILVEIRA,"19,45",NENEM DE EDITE,"59,88",,,,,,,,,,,,,,,,,,,,,,
,PI-08735/2020,https://cidadesnanet.com/news/municipios/jaicos/instituto-divulga-pesquisa-de-intencao-de-votos-para-vereador-em-jaicos-bosquinho-lidera-com-726/,PI,JAICÓS,"Prefeito, Vereador",1.0,P,0.0,,,BRANCO RODRIGUES,"2,17",MAVIO SILVEIRA,"14,05",NENEM DE EDITE,"54,02",,,,,,,,,,,,,,,,,,,,,,,,
,PI-08870/2020,https://180graus.com/pesquisa-eleitoral,PI,CAMPO MAIOR,Prefeito,1.0,P,1.0,,,PAULO MARTINS,"33,66",RIBINHA,"20,88",,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-08870/2020,https://180graus.com/pesquisa-eleitoral,PI,CAMPO MAIOR,Prefeito,1.0,P,1.0,,,JOAOZINHO FELIX,"49,14",PROFESSOR RIBINHA,"26,04",,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-08938/2020,https://www.riachaonet.com.br/portal/pesquisa-aponta-naerton-com-699-das-intencoes-de-voto-em-sussuapara/,PI,SUSSUAPARA,"Prefeito, Vereador",1.0,P,1.0,,,NAERTON MOURA,"69,92",TALLES CARVALHO,"11,28",,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-09485/2020,https://vozdopiaui.com/noticia/513/gestao-da-prefeita-de-brasileira-pi-carmem-gean-tem-75-de-aprovacao-diz-pesquisa,PI,BRASILEIRA,"Prefeito, Vereador",1.0,P,0.0,,,CARMEN GEAN,"40,46",ALAN JUCIE,"23,46",PATRICIA PIMENTAL,"1,15",MESSIAS,"1,14",,,,,,,,,,,,,,,,,,,,,,
,PI-09485/2020,http://piripirireporter.com/paginas/49.html,PI,BRASILEIRA,"Prefeito, Vereador",1.0,P,1.0,,,CARMEN GEAN,53,ALAN JUCIE,"30,38",,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-09486/2020,https://infonewss.com/municipios/fronteiras-pesquisa-aponta-ampla-vantagem-de-eudes-agripino-na-disputa-para-prefeitura-municipal/,PI,FRONTEIRAS,"Prefeito, Vereador",1.0,P,1.0,,,EUDES AGRIPINO,"54,4",GENILSON,"19,81",MARIA JOSE,"7,23",VERONICA RIBEIRO,"1,89",ALEXANDER SAMPAIO,"1,26",,,,,,,,,,,,,,,,,,,,
,PR-00854/2020,https://www.toledonews.com.br/noticia/toledo-news-divulga-pesquisa-de-intencao-de-votos-para-a-prefeitura-de-toledo-toledo,PR,TOLEDO,Prefeito,1.0,P,1.0,,,ADEMAR DORFSCHMIDT,7,BETO LUNITTI,26,CESAR KRUGER,1,DILCEU SPERAFICO,5,JANICE SALVADOR,1,LUCIO DE MARCHI,7,MARCOS ZANETTI,2,MARLI DO ESPORTE,2,ODACI FIORENTIN,1,PELANKA,1,POLETTO,1,SIMOE SPONHOLZ,1,TITA FURLAN,23,VAGNER DELABIO,1,ZOIO,1
,PR-00854/2020,https://www.toledonews.com.br/noticia/toledo-news-divulga-pesquisa-de-intencao-de-votos-para-a-prefeitura-de-toledo-toledo,PR,TOLEDO,Prefeito,1.0,P,0.0,,,ADEMAR DORFSCHMIDT,4,BETO LUNITTI,14,CESAR KRUGER,1,DILCEU SPERAFICO,2,JANICE SALVADOR,1,LUCIO DE MARCHI,4,MARCOS ZANETTI,1,ODACIT FIORENTIN,1,TITA FURLAN,13,VAGNER DELABIO,1,,,,,,,,,,
,PR-00929/2020,https://m.tonitomazda.com/,PR,IVAIPORÃ,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-02544/2020,https://vivertoledo.blogspot.com/2020/06/eleicoes-2020-lunitti-lidera-pesquisa.html,PR,TOLEDO,Prefeito,1.0,P,1.0,,,BETO LUNITTI,25,TITA FURLAN,22,LUCIO DE MARCHI,10,ADEMAR DORFSCHMIDT,6,SIMONE SPONHOLZ,5,PELANKA,4,JANICE SALVADOR,4,WELTER,3,MARCOS ZANETTI,3,CESAR KRUGER,3,,,,,,,,,,
,PR-02544/2020,https://vivertoledo.blogspot.com/2020/06/eleicoes-2020-lunitti-lidera-pesquisa.html,PR,TOLEDO,Prefeito,1.0,P,0.0,,,BETO LUNITTI,16,TITA FURLAN,13,LUCIO DE MARCHI,7,ADEMAR DORFSCHMIDT,4,MARCOS ZANETTI,3,WELTER,3,SIMONE SPONHOLZ,2,PELANKA,2,ODACIR FIORENTIN,1,DILCEU SPERAFICO,1,JANICE SALVADOR,1,ZOIO,1,POLETTO,1,CESAR KRUGER,1,LODI,1
,PR-07163/2020,https://xvcuritiba.com.br/pesquisa-805-dos-moradores-de-araucaria-aprovam-gestao-do-prefeito-hissam/,PR,ARAUCÁRIA,Prefeito,1.0,P,1.0,,,HISSAM,"64,3",ZEZE,"20,9",,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-07163/2020,https://xvcuritiba.com.br/pesquisa-805-dos-moradores-de-araucaria-aprovam-gestao-do-prefeito-hissam/,PR,ARAUCÁRIA,Prefeito,1.0,P,0.0,,,HISSAM,"44,2",ALBANOR ZEZE,"7,7",,,,,,,,,,,,,,,,,,,,,,,,,,
,RJ-00902/2020,https://diariodorio.com/sem-freixo-pesquisa-mostra-eduardo-paes-vencendo-em-1o-turno/,RJ,RIO DE JANEIRO,Prefeito,1.0,P,1.0,,,EDUARDO PAES,"25,1",MARCELO CRIVELLA,"9,6",BENEDITA DA SILVA,"6,6",MARTA ROCHA,6,TARCISIO MOTTA,"3,8",ALESSANDRO MOLON,"3,1",OTONI DE PAULA,"1,5",,,,,,,,,,,,,,,,
,RJ-00902/2020,https://diariodorio.com/sem-freixo-pesquisa-mostra-eduardo-paes-vencendo-em-1o-turno/,RJ,RIO DE JANEIRO,Prefeito,1.0,P,1.0,,,EDUARDO PAES,"31,3",MARCELO CRIVELLA,"10,8",MARTA ROCHA,"6,8",CHICO ALENCAR,"4,5",ALESSANDRO MOLON,"2,9",BENEDITA DA SILVA,"2,1",OTONI DE PAULA,"1,1",,,,,,,,,,,,,,,,
,RJ-02928/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-rio-de-janeiro-eleicoes-municipais-de-2-020-e-avaliacao-das-administracoes-federal-estadual-e-municipal-marco-2-020/,RJ,RIO DE JANEIRO,Prefeito,1.0,P,1.0,,,EDUARDO PAES,"27,9",MARCELO FREIXO,"13,4",MARCELO CRIVELLA,"12,3",DELEGADA MARTHA ROCHA,"10,1",BENEDITA DA SILVA,"4,3",EDUARDO BANDEIRA DE MELLO,"3,6",CLARISSA GAROTINHO,"2,2",RODRIGO AMORIM,"1,3",GLORIA HELOIZA LIMA,"1,1",,,,,,,,,,,,
,RJ-02928/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-rio-de-janeiro-eleicoes-municipais-de-2-020-e-avaliacao-das-administracoes-federal-estadual-e-municipal-marco-2-020/,RJ,RIO DE JANEIRO,Prefeito,1.0,P,0.0,,,EDUARDO PAES,"6,3",MARCELO CRIVELLA,3,MARCELO FREIXO,"2,5",,,,,,,,,,,,,,,,,,,,,,,,
,RJ-04508/2020,https://it-it.facebook.com/groups/1415146852081191/,RJ,CARAPEBUS,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-01581/2020,https://blogdobg.com.br/search/PESQUISA+PARA+PREFEITO+DE+SAO+GON%C3%87ALO,RN,SÃO GONÇALO DO AMARANTE,Prefeito,1.0,P,0.0,,,JAIMR,"7,45",POTI NETO,"3,06",PAULINHO,"21,22",,,,,,,,,,,,,,,,,,,,,,,,
,RN-01581/2020,https://blogdobg.com.br/search/PESQUISA+PARA+PREFEITO+DE+SAO+GON%C3%87ALO,RN,SÃO GONÇALO DO AMARANTE,Prefeito,1.0,P,1.0,,,AILTON,"2,13",CHANXE,"2,06",JUNIOR DO DEPOSITO,"1,93",POTI NETO,"15,39",PAULINHO,"45,51",,,,,,,,,,,,,,,,,,,,
,RN-02069/2020,https://www.altonoticias.com.br/2020/02/natal-confira-os-nome-mais-citados-para.html,RN,NATAL,"Prefeito, Vereador",1.0,V,0.0,,,SANDRO PIMENTEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-02069/2020,http://japinaweb.com/pesquisa-seta-natal-prefeito-estimulada-cenario1-alvaro-tem-156-kelps-71-bg-63-e-sandro-6/,RN,NATAL,"Prefeito, Vereador",1.0,P,1.0,,,ALVARO DIAS,"15,6",KELPS LIMA,"7,1",BRUNO GIOVANNI,"6,3",SANDRO PIMENTEL,6,PROFESSOR CARLOS ALBERTO,"4,4",HERMANO MORAIS,3,ALEXANDRE MOTTA,"1,7",EUDIANE MACEDO,"1,7",GENERAL GIRAO,"1,6",,,,,,,,,,,,
,RN-02362/2020,https://robsonpiresxerife.com/notas/exclusivo-eleicoes-2020-netinho-freitas-lidera-pesquisa-para-prefeito-de-macaiba-rn/,RN,MACAÍBA,"Prefeito, Vereador",1.0,P,1.0,,,NETINHO FRANÇA,"28,8",MARILIA DIAS,"19,7",NORMANDO,"17,8",EMIDIO JR.,"16,4",GERSON LIMA,"2,6",,,,,,,,,,,,,,,,,,,,
,RN-02362/2020,https://robsonpiresxerife.com/notas/exclusivo-eleicoes-2020-netinho-freitas-lidera-pesquisa-para-prefeito-de-macaiba-rn/,RN,MACAÍBA,"Prefeito, Vereador",1.0,P,0.0,,,NETINHO FRANÇA,"16,4",MARILIA DIAS,"7,8",EMIDIO JR,"6,4",NORMANDO,"3,7",CAND PREF,1,GERSON LIMA,1,,,,,,,,,,,,,,,,,,
