tse_id,url,info_uf,info_position,util,position,ambito,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
BR-06408/2022,https://93noticias.com.br/noticia/65039/eleicoes-2022-veja-os-numeros-da-pesquisa-para-presidente,BR,Presidente,1,pr,BR,0,,,Lula,35,Jair Bolsonaro,23,Sérgio Moro,4,Ciro Gomes,4,João Doria,1,,,,,,,,,,,,,,
BR-06682/2022,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/,BR,Presidente,1,pr,BR,1,,,Lula,"38,9",Jair Bolsonaro,"30,9",Sérgio Moro,"7,4",Ciro Gomes,"6,8",João Doria,"2,2",Leite,"1,3",Janones,"0,7",Tebet,"0,4",Vieira,"0,1",,,,,,
BR-06682/2022,https://www.paranapesquisas.com.br/wp-content/uploads/2022/03/Brasil.pdf,BR,Presidente,1,pr,BR,0,,,Lula,"25,8",Jair Bolsonaro,"21,5",Sérgio Moro,"2,3",Ciro Gomes,"1,9",João Doria,"0,4",Janones,"0,1",,,,,,,,,,,,
BR-06693/2022,https://blogdosena.com.br/lula-tem-44-e-bolsonaro-26-em-nova-pesquisa-da-quaest-genial/,BR,Presidente,1,pr,BR,1,,,Lula,44,Jair Bolsonaro,26,Sérgio Moro,7,Ciro Gomes,6,João Doria,2,André Janones,2,Tebet,1,Leite,1,,,,,,,,
BR-06942/2022,https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/poderdata-lula-tem-40-e-bolsonaro-31-das-intencoes-de-voto-no-1o-turno/,BR,Presidente,1,pr,BR,1,,,Lula,40,Jair Bolsonaro,31,Sérgio Moro,9,Ciro Gomes,4,João Dória,3,André Janones,2,Alessandro Vieira,1,Rodrigo Pacheco,1,,,,,,,,
BR-07285/2022,https://www.ocafezinho.com/2022/03/21/na-bahia-neto-e-lula-dominam-as-intencoes-de-voto-diz-pesquisa/,BR,Presidente,1,pr,BA,1,,,Lula,54,Jair Bolsonaro,24,Ciro Gomes,6,André Janones,4,Sérgio Moro,4,Eduardo Leite,1,João Dória,1,,,,,,,,,,
BR-07402/2022,https://www.maisregiao.com.br/noticia/57878/nova-pesquisa-mostra-bolsonaro-chegando-mais-proximo-de-lula,BR,Presidente,1,pr,BR,,,,Lula,38,Jair Bolsonaro,31,Sérgio Moro,7,Ciro Gomes,5,João Dória,2,André Janones,1,,,,,,,,,,,,
BR-07659/2022,"https://portalodia.com/noticias/politica/com-apoio-de-wellington-e-lula,-rafael-fonteles-alcanca-61,-aponta-pesquisa-vox-populi-390936.html",BR,Presidente,1,pr,PI,1,,1,Lula,68,Jair Bolsonaro,13,Ciro Gomes,5,Sérgio Moro,3,Janones,2,João Dória,2,Tebet,1,,,,,,,,,,
BR-07987/2022,https://www.paranapesquisas.com.br/noticias/eleicoes2022-confira-as-datas-das-pesquisas-eleitorais-da-semana/,BR,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-08006/2022,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2022/02/18/em-sao-paulo-lula-tem-34-bolsonaro-26-e-moro-11-diz-pesquisa-ipespe.htm,BR,Presidente,1,pr,SP,1,,,Lula,34,Jair Bolsonaro,26,Sérgio Moro,11,Ciro Gomes,7,João Dória,5,Janones,1,Tebet,1,d'Avila,1,,,,,,,,
BR-08006/2022,https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/quais-sao-os-candidatos-a-presidente-mais-fortes-em-sao-paulo-segundo-pesquisa-ipespe/,BR,Presidente,1,pr,SP,0,,,Lula,30,Jair Bolsonaro,24,Sérgio Moro,9,Ciro Gomes,6,João Dória,4,,,,,,,,,,,,,,
BR-08117/2022,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/no-piaui-lula-tem-o-74-de-votos-o-quintuplo-de-bolsonaro/136065/,BR,Presidente,1,pr,PI,1,,1,Lula,"74,63",Jair Bolsonaro,"13,18",Ciro Gomes,"6,7",Sérgio Moro,"2,75",André Janones,"1,15",João Dória,"0,93",Tebet,"0,27",,,,,,,,,,
PI-08757/2022,https://twitter.com/CentralEleicoes/status/1503839200285802516,BR,Presidente,0,s,PI,1,1,,Wellington Dias,"72,38",Kleber Montezuma,"15,5",Joel Rodrigues,"12,12",,,,,,,,,,,,,,,,,,
BR-08781/2022,https://www.paranapesquisas.com.br/wp-content/uploads/2022/03/PE_Federal-Midia.pdf,BR,Presidente,1,pr,PE,1,,,Lula,"54,2",Jair Bolsonaro,"23,4",Ciro Gomes,5,Sérgio Moro,"3,4",André Janones,"1,5",,,,,,,,,,,,,,
BR-08857/2022,https://www.band.uol.com.br/eleicoes/noticias/eleicoes-2022-pesquisa-genial-quaest-aponta-estabilidade-de-lula-na-lideranca-16477970,BR,Presidente,1,pr,BR,1,,,Lula,45,Jair Bolsonaro,23,Sérgio Moro,7,Ciro Gomes,7,João Dória,2,André Janones,2,Tebet,1,,,,,,,,,,
BR-08857/2022,https://www.band.uol.com.br/eleicoes/noticias/eleicoes-2022-pesquisa-genial-quaest-aponta-estabilidade-de-lula-na-lideranca-16477970,BR,Presidente,1,pr,BR,0,,,Lula,28,Jair Bolsonaro,16,,,,,,,,,,,,,,,,,,,,
BR-08869/2022,https://noticias.uol.com.br/politica/ultimas-noticias/2022/01/26/pesquisa-modalmais-futura-janeiro-2022-lula-bolsonaro.htm,BR,Presidente,1,pr,BR,1,,,Lula,"36,9",Jair Bolsonaro,"31,4",Sérgio Moro,"8,5",Ciro Gomes,"5,6",João Dória,"2,4",Janones,"1,8",Boulos,"0,8",Pacheco,"0,6",Tebet,"0,5",Aldo Rebelo,"0,2",,,,
BR-08912/2022,https://portaldeprefeitura.com.br/2022/01/29/pesquisa-vox-populi-encomendada-pelo-pt-mostra-intencao-de-voto-para-o-governo-de-pernambuco-e-senado-federal-veja-os-numeros/,BR,Presidente,1,pr,PE,1,,,Lula,62,Jair Bolsonaro,14,Ciro Gomes,6,Sérgio Moro,2,Alessandro Vieira,1,João Dória,1,,,,,,,,,,,,
BR-08967/2022,https://www1.folha.uol.com.br/poder/2022/03/datafolha-bolsonaro-ganha-folego-e-marca-26-no-1o-turno-lula-lidera-com-43.shtml,BR,Presidente,1,pr,BR,0,,,Lula,30,Jair Bolsonaro,23,Sérgio Moro,2,Ciro Gomes,2,André Janones,1,,,,,,,,,,,,,,
BR-08967/2022,https://www1.folha.uol.com.br/poder/2022/03/datafolha-bolsonaro-ganha-folego-e-marca-26-no-1o-turno-lula-lidera-com-43.shtml,BR,Presidente,1,pr,BR,1,,,Lula,43,Jair Bolsonaro,26,Sérgio Moro,8,Ciro Gomes,6,João Doria,2,André Janones,2,Vera Lúcia,1,Simone Tebet,1,Felipe d'Avila,1,,,,,,
BR-09055/2022,https://www.paranapesquisas.com.br/noticias/pesquisa-nacional-registro-tse-br-09055-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-fevereiro-2022/,BR,Presidente,1,pr,BR,1,,,Lula,"40,1",Jair Bolsonaro,"29,1",Sérgio Moro,"10,1",Ciro Gomes,"5,6",João Dória,"2,4",Janones,"1,1",Tebet,"0,8",Pacheco,"0,4",Vieira,"0,1",,,,,,
BR-09055/2022,https://www.paranapesquisas.com.br/noticias/pesquisa-nacional-registro-tse-br-09055-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-fevereiro-2022/,BR,Presidente,1,pr,BR,0,,,Lula,26,Jair Bolsonaro,"21,7",Sérgio Moro,"2,7",Ciro Gomes,"1,8",João Dória,"0,3",,,,,,,,,,,,,,
BR-09080/2022,https://www.infomoney.com.br/politica/lula-mantem-vantagem-na-disputa-pela-presidencia-mostra-ipespe/,BR,Presidente,1,pr,BR,1,,,Lula,44,Jair Bolsonaro,24,Sérgio Moro,9,Ciro Gomes,7,João Dória,2,Tebet,1,Pacheco,1,D'ávila,1,,,,,,,,
BR-09080/2022,https://www.infomoney.com.br/politica/lula-mantem-vantagem-na-disputa-pela-presidencia-mostra-ipespe/,BR,Presidente,1,pr,BR,0,,,Lula,35,Jair Bolsonaro,25,Sérgio Moro,4,Ciro Gomes,3,João Dória,1,,,,,,,,,,,,,,
BR-09345/2022,https://afnoticias.com.br/estado/lula-tem-vantagem-de-apenas-1-4-sobre-bolsonaro-no-tocantins-aponta-pesquisa,BR,Presidente,1,pr,TO,0,,,Lula,"28,8",Jair Bolsonaro,"27,4",Ciro Gomes,"3,3",Sérgio Moro,"2,4",João Dória,"0,1",,,,,,,,,,,,,,
BR-09345/2022,https://afnoticias.com.br/estado/mulheres-lideram-corrida-ao-senado-empatadas-tecnicamente-aponta-pesquisa-fortiori,BR,Presidente,1,pr,TO,1,,,Lula,"37,6",Jair Bolsonaro,"36,2",Ciro Gomes,"6,9",Sérgio Moro,"6,5",João Dória,"0,9",Tebet,"0,7",,,,,,,,,,,,
BR-09445/2022,https://noticias.uol.com.br/politica/ultimas-noticias/2022/02/02/poderdata-lula-bolsonaro-eleicoes-2022.htm,BR,Presidente,1,pr,BR,1,,,Lula,41,Jair Bolsonaro,30,Sérgio Moro,7,Ciro Gomes,7,João Dória,2,André Janones,2,Alessandro Vieira,1,Rodrigo Pacheco,1,Tebet,1,,,,,,
BR-09630/2022,https://www.opovo.com.br/noticias/politica/2022/03/21/pesquisa-btg-pactual-lula-lidera-com-43-contra-29-de-bolsonaro.html,BR,Presidente,1,pr,BR,1,,,Lula,43,Jair Bolsonaro,29,Ciro Gomes,9,Sérgio Moro,8,João Dória,2,Janones,2,Leite,2,Tebet,1,,,,,,,,
BR-09630/2022,https://www.opovo.com.br/noticias/politica/2022/03/21/pesquisa-btg-pactual-lula-lidera-com-43-contra-29-de-bolsonaro.html,BR,Presidente,1,pr,BR,0,,,Lula,38,Jair Bolsonaro,27,Ciro Gomes,4,Sérgio Moro,3,Janones,1,,,,,,,,,,,,,,
BR-09751/2022,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2022/02/21/lula-lidera-bolsonaro-cresce-ciro-e-moro-empatam-aponta-pesquisa-cntmda.htm,BR,Presidente,1,pr,BR,1,,,Lula,"42,2",Jair Bolsonaro,28,Ciro Gomes,"6,7",Sérgio Moro,"6,4",João Dória,"1,8",Janones,"1,5",Tebet,"0,6",D'ávila,"0,3",Pacheco,"0,3",,,,,,
BR-09751/2022,https://www.uol.com.br/eleicoes/2022/02/21/pesquisa-cnt-mda-21-de-fevereiro-de-2022.htm,BR,Presidente,1,pr,BR,0,,,Lula,"32,8",Jair Bolsonaro,"24,4",Ciro Gomes,"2,6",Sérgio Moro,"2,1",Janones,"0,5",João Dória,"0,3",,,,,,,,,,,,
BR-09869/2022,https://scempauta.com.br/2022/03/11/pesquisa-ao-senado-e-a-presidencia-da-republica/,BR,Presidente,1,pr,SC,0,,,Bolsonaro,42,Lula,"17,3",Sérgio Moro,4,Ciro Gomes,"3,9",Amoedo,"0,7",João Dória,"0,4",Janones ,"0,2",Tebet,"0,1",Tabata Amaral,"0,1",Alguém do MDB,"0,1",,,,
CE-04158/2022,https://www.uol.com.br/eleicoes/2022/03/22/real-time-big-data-governo-ceara.htm,CE,Governador,1,g,CE,1,,,Chiquinho Feitosa,34,Capitão Wagner,27,Eduardo Girão,8,,,,,,,,,,,,,,,,,,
CE-08567/2022,https://www.cee.ce.gov.br/,CE,"Deputado Federal, Deputado Estadual, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF-01036/2022,https://www.uol.com.br/eleicoes/2022/03/21/pesquisa-real-time-big-data-distrito-federal-21-de-marco.htm,DF,"Governador, Senador",1,g,DF,1,,,Ibaneis,27,Reguffe,15,Flávia Arruda,15,Izalci Lucas,5,Leila Barros,3,Leandro Grass,2,Rosilene Corrêa,1,,,,,,,,,,
DF-01036/2022,https://www.uol.com.br/eleicoes/2022/03/21/pesquisa-real-time-big-data-distrito-federal-21-de-marco.htm,DF,"Governador, Senador",1,s,DF,1,,,Reguffe,21,Flávia Arruda,19,Paulo Octávio,10,Cristovam Buarque,8,Henrique Chaves,7,Heloísa Helena,2,,,,,,,,,,,,
DF-02983/2022,https://www.receita.fazenda.df.gov.br/aplicacoes/CartaServicos/servico.cfm?codTipoPessoa=6&codServico=325&codSubCategoria=261,DF,"Governador, Deputado Federal",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES-06756/2022,https://comunicaes.com.br/espirito-santo/2022/03/pesquisa-indica-vitoria-de-casagrande-no-primeiro-turno/,ES,"Governador, Senador",1,g,ES,0,,,Audifax,"3,5",Eric Musso,"1,5",Fabiano Contarato,"6,6",Manato,"4,7",Renato Casagrande,"24,4",,,,,,,,,,,,,,
ES-06756/2022,https://comunicaes.com.br/espirito-santo/2022/03/pesquisa-indica-vitoria-de-casagrande-no-primeiro-turno/,ES,"Governador, Senador",1,g,ES,1,,,Audifax,"5,5",Eric Musso,"3,1",Fabiano Contarato,"13,2",Manato,"9,3",Renato Casagrande,"38,5",,,,,,,,,,,,,,
GO-01403/2022,https://goautonomous.com.br/,GO,Governador,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-03182/2022,https://www.podergoias.com.br/materia/8380/realtime-big-data-marconi-lidera-senado-seguido-por-henrique-meirelles,GO,"Governador, Senador",1,s,GO,1,,,Marconi Perillo,24,Henrique Meirelles,14,Zacharias Calil,7,João Campos,6,Alexandre Baldy,6,Rubens Ottoni,5,Wilder Morais,5,Luiz Carlos do Carmo,2,,,,,,,,
GO-03182/2022,https://diariodegoias.com.br/pesquisa-record-tv-real-time-big-data-caiado-41-mendanha-18-perillo-17-wolmir-amado-9/,GO,"Governador, Senador",1,g,GO,0,,,Ronaldo Caiado,24,Marconi Perillo,6,Gustavo Mendanha,4,Adriana Accorsi,2,Vanderlan Cardoso,1,Delegado Waldir,1,,,,,,,,,,,,
GO-03182/2022,https://diariodegoias.com.br/pesquisa-record-tv-real-time-big-data-caiado-41-mendanha-18-perillo-17-wolmir-amado-9/,GO,"Governador, Senador",1,g,GO,1,,,Ronaldo Caiado,35,Marconi Perillo,16,Gustavo Mendanha,16,Vanderlan Cardoso,7,Wolmir Amado,5,Delegado Waldir,2,Major Vitor Hugo,2,Janio Darrot,1,,,,,,,,
GO-05413/2022,https://pubs.rsc.org/en/content/articlelanding/2022/cp/d1cp05413a,GO,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-06361/2022,https://www.parliament.scot/chamber-and-committees/written-questions-and-answers/question?ref=S6W-06361,GO,Senador,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-08447/2022,https://www.podergoias.com.br/materia/8044/em-1a-pesquisa-de-2022-caiado-repete-desempenho-do-inicio-de-2018,GO,"Governador, Senador",1,g,GO,1,,,Caiado,"37,1",Marconi Perillo,"14,1",Gustavo Mendanha,13,,,,,,,,,,,,,,,,,,
GO-08447/2022,https://www.podergoias.com.br/materia/8044/em-1a-pesquisa-de-2022-caiado-repete-desempenho-do-inicio-de-2018,GO,"Governador, Senador",1,g,GO,0,,,Caiado,"13,1",Gustavo Mendanha,"3,2",Marconi Perillo,2,,,,,,,,,,,,,,,,,,
GO-08447/2022,https://www.podergoias.com.br/materia/7999/senado-serpes-aponta-que-marconi-tem-16-6-seguido-de-perto-por-meirelles-e-delegado-waldir,GO,"Governador, Senador",1,s,GO,,,,Marconi Perillo,"16,6",Henrique Meirelles,"11,1",Delegado Waldir,9,João Campos,"4,2",Zacharias Calil,"4,1",Tarcísio de Freitas,"2,1",Alexandre Baldy,"1,9",Luiz Carlos do Carmo,1,,,,,,,,
GO-08694/2022,https://diariodegoias.com.br/coluna/caiado-e-mendanha-polarizam-disputa-para-o-governo-do-estado-aponta-pesquisa-voga-br/,GO,"Governador, Deputado Estadual, Deputado Federal, Senador",1,g,GO,1,,,Caiado,"33,71",Mendanha,"17,60",Marconi Perillo,"9,05",Vanderlan Cardoso,"4,46",Major Vitor Hugo,"3,47",,,,,,,,,,,,,,
GO-08694/2022,https://diariodegoias.com.br/coluna/caiado-e-mendanha-polarizam-disputa-para-o-governo-do-estado-aponta-pesquisa-voga-br/,GO,"Governador, Deputado Estadual, Deputado Federal, Senador",1,g,GO,0,,,Caiado,"20,45",Mendanha,"10,53",Marconi Perillo,"2,85",Major Vitor Hugo,"2,35",Vanderlan Cardoso,"1,86",,,,,,,,,,,,,,
GO-08694/2022,https://sdnews.com.br/noticia/4841/goias-henrique-meirelles-lidera-disputa-ao-senado.html,GO,"Governador, Deputado Estadual, Deputado Federal, Senador",1,s,GO,1,,,Henrique Meirelles,"14,62",Delegado Waldir,"8,3",Zacharias Calil,"7,31",João Campos,"5,95",Alexandre Baldy,"2,35",Wilder Morais,"1,24",Luiz do Carmo,"1,12",,,,,,,,,,
GO-08694/2022,https://sdnews.com.br/noticia/4841/goias-henrique-meirelles-lidera-disputa-ao-senado.html,GO,"Governador, Deputado Estadual, Deputado Federal, Senador",1,s,GO,0,,,Henrique Meirelles,"4,09",João Campos,"3,35",Delegado Waldir,"2,35",,,,,,,,,,,,,,,,,,
GO-08964/2022,https://www.jornallocal.com.br/eduardo-bolsonaro-perde-acao-na-justica/,GO,"Senador, Deputado Estadual, Deputado Federal, Governador",1,g,M,0,,,Gustavo Mendanha,"30,5",Ronaldo Caiado,12,Marconi Perillo,"1,5",Major Vitor Hugo,"0,5",,,,,,,,,,,,,,,,
GO-08964/2022,https://www.jornallocal.com.br/lei-do-impeachment-para-especialistas-pressao-de-bolsonaro-sobre-kajuru-e-crime-de-responsabilidade/,GO,"Senador, Deputado Estadual, Deputado Federal, Governador",1,g,M,1,,,Gustavo Mendanha,"56,5",Ronaldo Caiado,"21,33",Marconi Perillo,"3,67",Major Vitor Hugo,1,,,,,,,,,,,,,,,,
GO-09704/2022,https://pubs.rsc.org/en/content/articlelanding/2020/ra/c9ra09704j#!,GO,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00422/2022,https://diegoemir.com/2022/02/carlos-brandao-lidera-pesquisa-espontanea-e-esta-tecnicamente-empatado-com-weverton-nos-cenarios-estimulados/,MA,"Senador, Governador",1,g,MA,1,,,Weverton,"14,4",Carlos Brandão,"12,6",Lahesio Bonfim,"9,8",Roberto Rocha,"9,4",Edivaldo Holanda Jr.,"8,9",Josimar Maranhãozinho,"6,1",Simplício Araújo,"1,2",,,,,,,,,,
MA-00422/2022,https://diegoemir.com/2022/02/carlos-brandao-lidera-pesquisa-espontanea-e-esta-tecnicamente-empatado-com-weverton-nos-cenarios-estimulados/,MA,"Senador, Governador",1,g,MA,0,,,Carlos Brandão,"5,4",Lahesio Bonfim,"4,5",Flávio Dino,"4,1",Roseana,2,Josimar Maranhãozinho,"1,4",Roberto Rocha,1,,,,,,,,,,,,
MA-00662/2022,https://www.educacao.ma.gov.br/matricula2022/,MA,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02272/2022,https://conhecimento.fgv.br/concursos/sefazam22,MA,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02336/2022,https://www.blogdomarcosilva.com.br/pesquisa-do-mbo-indica-segundo-turno-entre-carlos-brandao-e-dr-lahesio-bonfim/,MA,"Governador, Deputado Estadual, Deputado Federal, Senador",1,g,MA,1,,,Carlos Brandão,"23,98",Lahesio Bonfim,"20,07",Edivaldo Holanda Jr.,"4,44",Josimar de Maranhãozinho,"5,31",Roberto Rocha,"11,17",Simplício Araújo,"1,52",Weverton Rocha,"17,03",,,,,,,,,,
MA-02336/2022,https://www.blogdomarcosilva.com.br/pesquisa-do-mbo-indica-segundo-turno-entre-carlos-brandao-e-dr-lahesio-bonfim/,MA,"Governador, Deputado Estadual, Deputado Federal, Senador",1,g,MA,0,,,Carlos Brandão,"18,13",Lahesio Bonfim,"15,38",Edivaldo Holanda Jr.,"4,24",Josimar de Maranhãozinho,"4,24",Roberto Rocha,"10,28",Simplício Araújo,"1,27",Weverton Rocha,"12,20",,,,,,,,,,
MA-02686/2022,https://www.diariocidade.com/eleicoes/2022/pesquisas-eleitorais/ma/pesquisa-exata-governador-maranhao-fevereiro-eleicoes-2022/,MA,"Governador, Senador",1,g,GO,1,,,Weverton Rocha,24,Carlos Brandão,17,Roberto Rocha,13,Edivaldo Holanda Jr.,10,Dr. Lahesio Bonfim,9,Josimar de Maranhãozinho,6,Simplício Araújo,1,,,,,,,,,,
MA-03951/2022,http://www.escutec.com/pesquisas/relat%C3%B3rio_estadual_ma_graf.pdf,MA,"Governador, Senador",1,g,MA,0,,,Roseana,6,Weverton Rocha,5,Carlos Brandão,4,Edivaldo Holanda Jr.,3,Roberto Rocha,3,Lahésio Bonfim,2,Josimar do Maranhãozinho,1,,,,,,,,,,
MA-03951/2022,http://www.escutec.com/pesquisas/relat%C3%B3rio_estadual_ma_graf.pdf,MA,"Governador, Senador",1,g,MA,1,,,Weverton Rocha,22,Carlos Brandão,19,Edivaldo Holanda Jr.,12,Roberto Rocha,11,Lahésio Bonfim,6,Josimar de Maranhãozinho,5,Simplício Araújo,2,,,,,,,,,,
MA-03951/2022,http://www.escutec.com/pesquisas/relat%C3%B3rio_estadual_ma_graf.pdf,MA,"Governador, Senador",1,s,MA,0,,,Flávio Dino,10,Roberto Rocha,3,Roseana,2,Eliziane Gama,1,Josimar do Maranhãozinho,1,,,,,,,,,,,,,,
MA-03951/2022,http://www.escutec.com/pesquisas/relat%C3%B3rio_estadual_ma_graf.pdf,MA,"Governador, Senador",1,s,MA,1,,,Flávio Dino,47,Roberto Rocha,23,Othelino Neto,9,,,,,,,,,,,,,,,,,,
MA-03980/2022,http://165.22.179.67/noticias/cidades/institutos-fazem-levantamento-de-intencao-de-votos-no-maranhao,MA,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04619/2022,https://clodoaldocorrea.com.br/2022/02/weverton-lidera-pesquisa-para-governo-no-6o-maior-colegio-eleitoral-do-ma/,MA,"Governador, Senador, Deputado Federal, Deputado Estadual",1,g,M,1,,,Weverton Rocha,41,Roberto Rocha,15,Carlos Brandão,12,Lahesio,4,Edivaldo Holanda Jr.,1,Simplício Araújo,1,,,,,,,,,,,,
MA-05096/2022,http://165.22.179.67/noticias/cidades/institutos-fazem-levantamento-de-intencao-de-votos-no-maranhao,MA,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-05277/2022,https://caiohostilio.com/2022/03/02/pesquisa-econometrica-em-imperatriz-aponta-que-o-eleitor-nao-quer-seguir-com-a-gestao-que-ai-esta/,MA,"Governador, Senador",1,g,M,1,,,Weverton Rocha,40,Roberto Rocha,"23,2",Laherio Bonfim,"13,8",Carlos Brandão,"11,4",Josimar de Maranhãozinho,"2,5",Edivaldo Holanda Jr.,1,,,,,,,,,,,,
MA-05675/2022,https://www.bacaba.com.br/eventos/prefeito-de-lago-verde-alex-almeida-tem-8475-de-aprovacao-em-sua-gestao-pelos-lago-verdenses,MA,"Governador, Senador, Deputado Federal, Deputado Estadual, Deputado Distrital",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07027/2022,https://prosel.seap.ma.gov.br/prosel/u/seletivos,MA,"Governador, Senador, Deputado Federal, Deputado Estadual",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08503/2022,https://prosel.seap.ma.gov.br/prosel/u/seletivos,MA,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-09132/2022,https://atual7.com/noticias/politica/2022/03/brandao-e-weverton-brigam-pela-lideranca-no-ma-diz-jpesquisa/,MA,"Governador, Senador",1,g,MA,1,,,Carlos Brandão,23,Weverton Rocha,20,Edivaldo Holanda Jr.,11,Roberto Rocha,10,Lahésio Bonfim,9,Josimar Maranhãozinho,4,Simplício Araújo,2,,,,,,,,,,
MG-00132/2022,"https://www.em.com.br/app/noticia/politica/2022/03/18/interna_politica,1353633/pesquisa-quaest-genial-para-governador-em-mg-zema-tem-34-e-kalil-21.shtml",MG,"Governador, Senador",1,g,MG,1,,,Romeu Zema,34,Alexandre Kalil,21,André Janones,7,Cleitinho Azevedo,6,Carlos Viana,5,Vittorio Medioli,2,Daniel Sucupira,1,Miguel Correa,1,,,,,,,,
MG-00132/2022,"https://www.em.com.br/app/noticia/politica/2022/03/18/interna_politica,1353633/pesquisa-quaest-genial-para-governador-em-mg-zema-tem-34-e-kalil-21.shtml",MG,"Governador, Senador",1,g,MG,0,,,Romeu Zema,9,Alexandre Kalil,3,,,,,,,,,,,,,,,,,,,,
MG-00132/2022,https://www.uol.com.br/eleicoes/2022/03/18/pesquisa-genial-quaest-senado-minas-gerais-marco-2022.htm,MG,"Governador, Senador",1,s,MG,1,,,Cleitinho Azevedo,13,Reginaldo Lopes,10,Alexandre Silveira,8,Duda Salabert,6,Marcelo Álvaro Antônio,4,Marcelo Aro,2,Julvan Lacerda,1,,,,,,,,,,
MG-03245/2022,https://diariodeuberlandia.com.br/noticia/30567/nova-pesquisa-mostra-zema-na-lideranca-com-41-das-intencoes-de-voto,MG,"Governador, Deputado Estadual, Deputado Federal, Senador",1,g,MG,,,,Romeu Zema,41,Alexandre Kalil,20,Carlos Viana,3,Vittorio Medioli,3,Daniel Sucupira,2,,,,,,,,,,,,,,
MG-03245/2022,https://diariodeuberlandia.com.br/noticia/30567/nova-pesquisa-mostra-zema-na-lideranca-com-41-das-intencoes-de-voto,MG,"Governador, Deputado Estadual, Deputado Federal, Senador",1,s,MG,,,,Cleitinho Azevedo,13,Reginaldo Lopes,7,Marcelo Alvaro Antonio,4,Alexandre Silveira,3,,,,,,,,,,,,,,,,
MG-07372/2022,https://www.uol.com.br/eleicoes/2022/03/15/pesquisa-real-time-big-data-governo-minas-gerais-15-de-marco.htm,MG,"Governador, Senador",1,g,MG,1,,,Romeu Zema,40,Alexandre Kalil,23,Carlos Viana,4,Vittorio Mediolli,3,Daniel Sucupira,2,,,,,,,,,,,,,,
MG-07372/2022,https://www.uol.com.br/eleicoes/2022/03/15/pesquisa-real-time-big-data-governo-minas-gerais-15-de-marco.htm,MG,"Governador, Senador",1,s,MG,1,,,Reginaldo Lopes,13,Marcelo Álvaro Antonio,6,Duda Salabert,3,Alexandre Silveira,2,Julvan Lacerda,1,,,,,,,,,,,,,,
MG-08290/2022,"https://www.em.com.br/app/noticia/politica/2022/02/20/interna_politica,1346276/pesquisa-zema-larga-na-frente-pelo-governo-de-minas-kalil-e-vice-lider.shtml",MG,Governador,1,g,MG,1,,,Romeu Zema,"46,8",Alexandre Kalil,"17,4",André Janones,"7,3",Carlos Viana,"3,7",,,,,,,,,,,,,,,,
MG-08290/2022,"https://www.em.com.br/app/noticia/politica/2022/02/20/interna_politica,1346276/pesquisa-zema-larga-na-frente-pelo-governo-de-minas-kalil-e-vice-lider.shtml",MG,Governador,1,g,MG,0,,,Romeu Zema,"21,4",Alexandre Kalil,"3,8",André Janones,"1,4",,,,,,,,,,,,,,,,,,
MS-01590/2022,https://rankingpesquisa.com.br/wp-content/uploads/2022/03/ELEICOES-2022-FEVEREIRO-MS-1.pdf,MS,"Governador, Senador, Deputado Federal, Deputado Estadual",1,g,MS,0,,,André Puccinelli,"16,1",Rose Modesto,"11,6",Marquinhos Trad,10,Eduardo Riedel,"7,5",Zeca do PT,"6,3",Odilon,"2,5",,,,,,,,,,,,
