tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MA-00066/2014,http://www.irmaoinaldo.com.br/2018_06_04_archive.html,5833992000151,MA,MA,1,G,,,,FLAVIO DINO,70.5,LOBAO FILHO,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00148/2012,https://luiscardoso.com.br/politica/2012/09/pesquisa-nao-assusta-roseana-e-aponta-quem-pode-ganhar-no-segundo-turno/,5833992000151,MA,9210,1,G,0.0,,,JOAO CASTELO,30.6,EDIVALDO JUNIOR,26.6,TADEU PALACIO,8.6,WHASHINGTON OLIVEIRA ,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00148/2012,https://luiscardoso.com.br/politica/2012/09/pesquisa-nao-assusta-roseana-e-aponta-quem-pode-ganhar-no-segundo-turno/,5833992000151,MA,9210,1,G,1.0,,,JOAO CASTELO,32.4,EDIVALDO JUNIOR,28.0,TADEU PALACIO,9.1,WHASHINGTON OLIVEIRA ,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00164/2012,https://luiscardoso.com.br/politica/2012/09/alan-lidera-em-bacabeira-com-49-8-e-calvet-30-9/,5833992000151,MA,7129,1,P,0.0,,,ALAN,44.7,CALVET,25.7,FERNANDA,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00164/2012,https://luiscardoso.com.br/politica/2012/09/alan-lidera-em-bacabeira-com-49-8-e-calvet-30-9/,5833992000151,MA,7129,1,P,1.0,,,ALAN,49.8,CALVET,30.9,FERNANDA GONÇALVES,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00209/2012,https://luiscardoso.com.br/politica/2012/09/data-m-indica-que-zezildo-almeida-venceria-a-eleicao-em-santa-helena/,5833992000151,MA,8958,1,P,0.0,,,ZEZILDO,52.3,LOBATO,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00209/2012,https://luiscardoso.com.br/politica/2012/09/data-m-indica-que-zezildo-almeida-venceria-a-eleicao-em-santa-helena/,5833992000151,MA,8958,1,P,1.0,,,ZEZILDO,52.0,LOBATO,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00211/2012,https://carloshermes.blogspot.com/2012/09/,5833992000151,MA,9210,1,P,1.0,,,EDIVALDO HOLANDA JUNIOR,31.8,JOAO CASTELO,30.6,WASHINGTON OLIVEIRA,11.3,TADEU PALACIO,5.0,ELIZIANE GAMA,4.5,EDINALDO NEVES,1.3,MARCOS SILVA,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00235/2012,https://luiscardoso.com.br/politica/2012/09/data-m-confirma-rochinha-na-lideranca-em-balsas/,5833992000151,MA,7277,1,P,,,,ROCHINHA,42.0,DR ERIC,31.7,PAULO FONSECA,15.3,APARECIDA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00235/2012,https://luiscardoso.com.br/politica/2012/09/data-m-confirma-rochinha-na-lideranca-em-balsas/,5833992000151,MA,7277,1,P,0.0,,,ROCHINHA,41.7,DR ERIC,30.3,PAULO FONSECA,14.0,APARECIDA,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00417/2012,https://jornalpequeno.blog.br/johncutrim/informes-e-ultimas-pesquisas-eleitorais/,5833992000151,MA,7374,1,P,,,,ANTONIO DINIZ,50.3,ZE MARTINS,38.4,MAGAL,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00417/2012,https://jornalpequeno.blog.br/johncutrim/informes-e-ultimas-pesquisas-eleitorais/,5833992000151,MA,7374,1,P,1.0,,,ANTONIO DINIZ,50.0,ZE MARTINS,40.1,MAGAL,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00421/2012,https://www.motordoctor.it/renault/modus/year-2012,5833992000151,MA,8354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00515/2012,https://www.edgarribeiro.com/2012/10/mais-3-pesquisas-para-hoje-e-amanha-em.html,5833992000151,MA,9210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00526/2012,https://arquivo.correiodobrasil.com.br/pesquisas-apontam-lideranca-do-candidato-da-oposicao/,5833992000151,MA,9210,1,P,,,,EDIVALDO HOLANDA JUNIOR,53.9,JOAO CASTELO,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00526/2012,https://portalgaditas.com.br/duas-pesquisas-escutec-23-data-m-20-de-edivaldo-sobre-castelo/,5833992000151,MA,9210,1,P,,,,EDIVALDO HOLANDA JUNIOR,54.6,JOAO CASTELO,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00539/2012,https://hbois.blogspot.com/2012/10/gastos-com-pesquisas-no-segundo-turno.html,5833992000151,MA,9210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00544/2012,https://hbois.blogspot.com/2012/10/gastos-com-pesquisas-no-segundo-turno.html,5833992000151,MA,9210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00547/2012,https://hbois.blogspot.com/2012/10/gastos-com-pesquisas-no-segundo-turno.html,5833992000151,MA,9210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
